id,kab_kota,desa,lat,long,pendidikan_sd,pendidikan_smp,pendidikan_sma,pendidikan_pt,kesehatan_rs,keseharan_posyandu,kesehatan_puskesmas,klb_gizi,klb_diare,klb_dbd,klb_covid,sosial_tawuran,sosial_bundir_lk,sosial_bundir_pr,pemukiman_nonlistrik,pemukiman_kumuh,pemukiman_bantaran_sungai,bencana_banjir,bencana_longsor,ekonomi_umkm,ekonomi_koperasi,ekonomi_pasar
3201212001,Bogor,Malasari,6.67746815,106.531081,0,8,2,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
3201212004,Bogor,Bantar Karet,6.64141632,106.563222,2,9,1,0,0,13,1,0,0,0,0,0,0,0,0,0,50,0,2,12,1,2
3201212003,Bogor,Cisarua,6.63770635,106.551138,2,5,2,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3201212002,Bogor,Curug Bitung,6.63216815,106.538256,2,6,2,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2
3201212007,Bogor,Nanggung,6.60442808,106.538871,0,7,1,1,0,13,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,3
3201212009,Bogor,Pangkal Jaya,6.60674681,106.545471,1,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
3201212010,Bogor,Sukaluyu,6.57448522,106.568471,2,6,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
3201212005,Bogor,Hambaro,6.57554202,106.560458,2,7,1,0,0,12,1,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0
3201212006,Bogor,Kalong Liud,6.5759701,106.553506,1,6,4,0,0,12,0,2,0,0,0,0,0,0,0,0,24,0,0,9,0,2
3201212008,Bogor,Parakan Muncang,6.58240458,106.546028,2,6,2,2,0,11,1,0,0,0,0,0,0,0,0,0,12,0,0,11,0,3
3201212011,Bogor,Batu Tulis,6.57181867,106.550648,1,3,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
3201142002,Bogor,Purasari,6.65548925,106.620103,2,10,4,1,0,14,0,0,0,0,3,0,0,0,0,0,200,0,2,12,0,1
3201142008,Bogor,Puraseda,6.65548925,106.620103,0,8,3,2,0,12,1,0,0,0,1,0,0,0,0,0,150,2,2,17,3,2
3201142003,Bogor,Karyasari,6.69442166,106.685054,4,9,1,3,0,10,0,0,2,5,4,0,0,0,0,0,0,0,3,15,0,0
3201142004,Bogor,Pabangbon,6.61539747,106.59968,0,5,0,0,0,10,1,2,0,0,0,0,0,0,0,0,50,0,1,2,0,0
3201142005,Bogor,Karacak,6.61961132,106.641074,3,11,5,3,0,12,0,0,0,0,3,0,0,0,0,0,10,0,2,6,0,1
3201142006,Bogor,Barengkok,6.59379758,106.635357,3,8,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
3201142010,Bogor,Cibeber Ii,6.58359962,106.616393,5,8,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3201142009,Bogor,Cibeber I,6.57253213,106.623465,2,9,5,9,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,6
3201142007,Bogor,Leuwimekar,6.57910484,106.633837,4,7,3,3,3,12,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9
3201142001,Bogor,Leuwiliang,6.57081538,106.631135,8,12,4,6,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,7,1,11
3201142011,Bogor,Karehkel,6.55361216,106.636111,1,7,3,3,0,13,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3
3201392004,Bogor,Wangun Jaya,6.58845558,106.579739,1,6,3,2,0,11,1,0,0,0,0,0,0,0,0,48,0,0,1,0,0,6
3201392003,Bogor,Sadengkolot,6.5810936,106.588581,2,7,2,1,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0
3201392001,Bogor,Leuwisadeng,6.57363799,106.603626,5,10,6,5,0,12,2,0,0,0,0,0,0,0,0,0,200,0,0,19,2,5
3201392008,Bogor,Sibanteng,6.56550013,106.602489,6,7,5,5,0,9,0,0,0,0,5,0,0,0,0,10,16,0,0,3,0,4
3201392002,Bogor,Babakan Sadeng,6.56882662,106.58336,2,6,1,0,0,8,1,0,0,0,0,0,0,0,0,0,25,1,0,13,0,0
3201392007,Bogor,Sadeng,6.5613933,106.590106,6,6,4,5,0,10,0,0,0,0,1,0,0,0,0,0,160,2,0,29,5,4
3201392006,Bogor,Kalong Ii,6.56385026,106.571481,2,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,3
3201392005,Bogor,Kalong I,6.56408213,106.564154,1,5,3,2,0,9,1,0,0,0,2,0,0,0,0,0,0,0,0,8,2,4
3201172002,Bogor,Cibunian,6.69044414,106.639549,0,7,3,1,0,11,1,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3
3201172001,Bogor,Purwabakti,6.68953894,106.645462,3,3,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
3201172015,Bogor,Ciasmara,6.68472311,106.648529,1,5,2,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
3201172013,Bogor,Ciasihan,6.67745032,106.654465,3,8,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4
3201172014,Bogor,Gunung Sari,6.67103813,106.66365,3,7,3,4,0,9,2,0,0,0,4,0,0,0,0,0,0,0,1,14,1,15
3201172005,Bogor,Gunung Bunder Ii,6.6592661,106.687899,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3
3201172010,Bogor,Gunung Bunder 1,6.64724883,106.684028,2,7,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3
3201172009,Bogor,Cibening,6.63308672,106.680381,4,9,4,5,0,11,1,0,0,0,1,0,0,0,0,0,0,0,1,18,0,12
3201172012,Bogor,Gunung Picung,6.66394816,106.666045,1,6,3,2,0,12,0,20,5,4,18,0,0,0,0,0,0,0,0,32,1,8
3201172011,Bogor,Cibitung Kulon,6.66141985,106.644976,1,4,1,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
3201172003,Bogor,Cibitung Wetan,6.65127985,106.640093,1,5,1,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
3201172008,Bogor,Pamijahan,6.64445297,106.651945,6,9,6,3,0,10,0,12,0,7,7,0,0,0,0,0,0,0,0,7,0,7
3201172006,Bogor,Pasarean,6.63495509,106.657952,1,5,5,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7
3201172004,Bogor,Gunung Menyan,6.62836007,106.679056,2,4,3,3,1,7,0,0,6,10,0,0,0,0,0,0,0,0,0,19,0,4
3201172007,Bogor,Cimayang,6.60835655,106.665545,2,4,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7
3201162001,Bogor,Situ Udik,6.61768945,106.65298,7,6,4,3,0,13,1,0,0,0,17,0,0,0,0,0,0,0,0,21,0,4
3201162002,Bogor,Situ Ilir,6.603019,106.653787,4,6,5,5,1,12,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,1
3201162012,Bogor,Cibatok 2,6.5910374,106.665153,2,5,2,1,0,9,0,0,0,0,2,0,0,0,0,170,0,0,0,10,0,3
3201162005,Bogor,Ciaruten Udik,6.60638117,106.67367,1,5,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0
3201162004,Bogor,Cibatok 1,6.57513179,106.660805,4,2,1,3,0,9,1,0,0,0,9,0,0,0,0,0,0,0,0,16,4,8
3201162013,Bogor,Sukamaju,6.58249822,106.655138,2,3,3,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,2
3201162003,Bogor,Cemplang,6.57625102,106.653055,4,3,3,3,1,7,0,0,0,0,17,0,0,0,0,0,0,0,1,28,1,9
3201162014,Bogor,Galuga,6.57336598,106.644374,1,3,1,1,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,11,1,1
3201162009,Bogor,Dukuh,6.56521029,106.653127,1,4,3,2,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,13,0,1
3201162008,Bogor,Cimanggu 2,6.57128358,106.658192,6,5,3,0,0,9,0,0,0,0,21,0,0,0,0,0,0,0,0,27,0,7
3201162007,Bogor,Cimanggu 1,6.563061,106.666638,3,3,2,1,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,2
3201162015,Bogor,Girimulya,6.56999936,106.673335,8,2,3,2,1,8,0,0,0,0,21,0,0,0,0,0,0,0,0,54,1,1
3201162006,Bogor,Leuweung Kolot,6.56177232,106.674374,1,5,1,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,28,0,6
3201162011,Bogor,Ciaruten Ilir,6.53770209,106.670945,6,6,3,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0
3201162010,Bogor,Cijujung,6.5545352,106.657278,2,5,3,1,0,10,1,0,0,0,14,0,0,0,0,0,0,0,0,14,0,2
3201152013,Bogor,Ciampea Udik,6.61541976,106.684898,2,6,2,1,0,9,0,0,0,0,33,0,0,0,0,0,0,0,0,6,0,3
3201152002,Bogor,Cinangka,6.5914521,106.702315,5,9,4,4,1,10,1,0,0,0,5,0,0,0,0,18,0,0,3,13,1,6
3201152006,Bogor,Cibuntu,6.59569716,106.68533,6,7,2,2,0,9,1,0,0,0,14,0,0,0,0,0,0,0,0,4,1,2
3201152007,Bogor,Cicadas,6.5839073,106.683012,6,6,1,0,0,14,0,0,0,0,63,0,0,0,0,0,0,0,0,20,1,0
3201152005,Bogor,Tegal Waru,6.56882216,106.70063,4,6,1,1,1,11,1,0,0,0,26,0,0,0,0,0,0,0,1,117,1,1
3201152004,Bogor,Bojong Jengkol,6.56848327,106.707332,2,6,1,0,0,12,0,1,0,0,8,0,0,0,0,0,0,0,0,18,2,3
3201152003,Bogor,Cihideung Udik,6.58034447,106.716491,6,7,3,1,0,15,0,0,0,0,5,0,0,0,0,0,0,0,1,16,0,4
3201152010,Bogor,Cihideung Ilir,6.56594604,106.720437,3,6,1,4,0,13,1,0,0,0,6,0,0,0,0,0,40,0,1,15,2,6
3201152011,Bogor,Cibanteng,6.55617169,106.712469,5,6,1,2,0,12,0,0,0,0,60,0,0,0,0,0,0,0,0,140,0,19
3201152009,Bogor,Bojong Rangkas,6.55922617,106.693018,4,7,4,3,1,11,0,0,0,0,82,0,0,0,0,0,60,0,0,36,1,16
3201152008,Bogor,Cibadak,6.56009124,106.686829,2,4,3,2,0,11,0,0,0,0,95,0,0,0,0,0,155,0,2,38,12,7
3201152012,Bogor,Benteng,6.54562591,106.692835,3,4,3,2,1,11,1,0,0,0,5,0,1,0,0,40,0,0,0,24,0,5
3201152001,Bogor,Ciampea,6.54359256,106.694057,2,5,1,1,0,13,0,0,0,0,62,0,0,0,0,0,0,0,2,17,0,6
3201402001,Bogor,Tapos I,6.66145106,106.700041,4,7,2,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1
3201402006,Bogor,Gunung Malang,6.65407571,106.708237,2,3,2,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,2,45,0,2
3201402002,Bogor,Tapos Ii,6.63660495,106.693228,3,5,2,6,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1
3201402004,Bogor,Situ Daun,6.61754675,106.708647,2,6,3,2,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,35,1,1
3201402003,Bogor,Cibitung Tengah,6.614849,106.694855,3,9,5,4,0,10,0,0,2,3,4,0,0,0,0,0,0,0,0,10,1,5
3201402005,Bogor,Cinangneng,6.60515491,106.701178,6,7,2,0,0,10,1,0,1,0,2,0,0,0,0,0,0,0,0,12,2,4
3201402007,Bogor,Gunung Mulya,6.63936068,106.700384,1,3,3,1,0,12,1,0,1,1,1,0,0,0,0,0,0,0,0,10,0,2
3201302006,Bogor,Purwasari,6.61650778,106.715309,1,3,2,1,0,8,1,0,0,0,5,0,0,0,0,0,0,0,1,14,0,5
3201302005,Bogor,Petir,6.60845911,106.728231,1,7,1,0,0,11,1,0,0,0,12,0,0,0,0,0,0,0,2,11,1,3
3201302001,Bogor,Sukadamai,6.61371193,106.733471,3,2,0,0,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,22,0,3
3201302004,Bogor,Sukawening,6.59809616,106.737194,2,3,2,1,0,11,1,0,0,0,26,0,0,0,0,0,0,1,0,18,0,1
3201302010,Bogor,Neglasari,6.58370218,106.727433,5,3,1,1,0,9,0,0,0,0,10,0,0,0,0,0,0,0,2,2,1,2
3201302003,Bogor,Sinarsari,6.58370664,106.73364,4,4,1,2,0,9,0,0,0,0,40,0,0,0,0,0,0,3,0,23,0,2
3201302002,Bogor,Ciherang,6.5813121,106.746318,8,8,0,0,0,17,1,0,0,0,99,0,0,0,0,0,0,0,0,14,0,5
3201302009,Bogor,Dramaga,6.57581849,106.740351,5,4,2,2,0,11,1,0,0,0,47,0,0,0,0,0,0,0,1,17,1,7
3201302008,Bogor,Babakan,6.56199081,106.732022,4,5,2,2,1,10,1,0,0,0,52,0,0,0,0,0,0,0,0,3,1,22
3201302007,Bogor,Cikarawang,6.54416333,106.736994,4,4,1,0,1,9,2,0,0,0,74,0,0,0,0,0,0,0,0,4,1,3
3201292009,Bogor,Kota Batu,6.62630889,106.784059,13,11,4,2,0,16,1,0,0,0,99,0,1,0,0,0,30,4,0,83,0,11
3201292001,Bogor,Mekarjaya,6.60895853,106.776925,3,3,1,1,0,9,1,0,0,0,99,0,0,0,0,0,15,0,1,70,0,5
3201292004,Bogor,Parakan,6.61970942,106.773933,6,4,2,1,0,9,0,0,0,0,57,0,0,0,0,0,11,1,2,480,2,2
3201292005,Bogor,Ciomas,6.60776349,106.766571,0,3,0,0,0,13,0,0,0,0,99,0,0,0,0,0,20,1,1,68,0,10
3201292006,Bogor,Pagelaran,6.6016233,106.759485,6,8,4,5,0,20,2,0,0,0,99,0,0,0,0,0,0,2,3,198,1,16
3201292007,Bogor,Sukamakmur,6.61349789,106.750915,1,6,2,1,0,14,1,0,0,0,99,0,0,0,0,13,7,6,1,240,0,3
3201292008,Bogor,Ciapus,6.60151183,106.750959,3,4,0,0,0,16,0,0,0,0,99,0,0,0,0,0,20,1,1,80,0,5
3201292002,Bogor,Sukaharja,6.60814251,106.742246,4,2,1,1,0,7,1,0,0,0,24,0,0,0,0,40,100,1,1,164,0,1
3201291003,Bogor,Padasuka,6.59511748,106.759958,6,5,3,1,0,18,0,0,0,0,99,0,0,0,0,0,0,0,0,10,1,13
3201292011,Bogor,Ciomas Rahayu,6.60253742,106.767351,4,4,0,0,0,15,0,0,0,0,99,0,0,0,0,17,50,0,3,83,2,6
3201292010,Bogor,Laladon,6.58413025,106.75866,5,4,1,3,0,12,1,0,0,0,99,0,0,0,0,0,30,2,3,30,0,11
3201312008,Bogor,Sukajadi,6.64409178,106.727799,1,3,3,3,1,13,0,0,0,0,8,0,0,0,0,0,0,0,1,49,0,2
3201312005,Bogor,Sukaluyu,6.63487928,106.74395,0,4,1,0,0,13,0,0,0,0,24,0,0,0,0,0,0,0,2,16,1,2
3201312007,Bogor,Sukajaya,6.63805862,106.734791,2,3,2,1,1,12,1,1,7,5,18,0,0,0,0,0,6,0,0,15,0,2
3201312006,Bogor,Sukaresmi,6.63726044,106.75133,2,6,1,0,0,19,1,0,0,0,37,0,0,0,0,0,5,0,1,17,0,1
3201312003,Bogor,Pasir Eurih,6.6274415,106.768551,1,3,0,0,0,15,1,2,0,0,68,0,0,0,0,0,5,1,1,21,2,3
3201312004,Bogor,Taman Sari,6.64967904,106.754799,4,7,1,3,1,11,0,0,0,0,73,0,0,0,0,0,27,0,0,35,0,8
3201312001,Bogor,Sukamantri,6.6455722,106.771128,5,8,3,3,1,14,0,0,0,0,96,0,0,0,0,0,0,0,0,42,1,6
3201312002,Bogor,Sirnagalih,6.64233936,106.772332,3,7,3,1,0,14,1,0,0,0,182,0,0,0,0,0,0,0,0,66,2,4
3201282003,Bogor,Warung Menteng,6.70978772,106.80541,5,3,2,1,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,32,3,3
3201282001,Bogor,Cijeruk,6.70721036,106.796402,2,5,3,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,17
3201282002,Bogor,Cipelang,6.69357889,106.794801,2,6,3,2,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,5
3201282006,Bogor,Cibalung,6.68660039,106.80899,3,7,5,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,11,2,0
3201282005,Bogor,Cipicung,6.67836889,106.79951,3,7,2,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
3201282009,Bogor,Tanjung Sari,6.66658795,106.794569,0,3,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,2
3201282004,Bogor,Tajur Halang,6.67559979,106.785192,2,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,9,17,0,5
3201282008,Bogor,Palasari,6.6555918,106.799488,2,6,3,1,0,10,2,0,0,2,0,0,0,0,0,0,0,0,1,29,2,4
3201282007,Bogor,Sukaharja,6.65729964,106.770959,2,7,3,1,0,10,2,0,0,0,9,0,0,0,0,0,878,0,3,32,1,2
3201382006,Bogor,Tugu Jaya,6.74591536,106.780867,1,9,5,3,0,15,1,0,0,0,1,0,0,0,0,0,0,0,1,51,0,3
3201382001,Bogor,Cigombong,6.74403807,106.803479,6,9,1,5,1,10,1,0,0,0,7,0,0,0,0,0,5,0,0,29,0,13
3201382002,Bogor,Watesjaya,6.74747604,106.803992,2,3,3,5,0,13,0,0,0,0,5,0,0,0,0,0,0,0,1,24,0,6
3201382004,Bogor,Srogol,6.74768116,106.819991,4,3,3,3,0,10,0,0,0,0,12,0,1,0,0,0,15,1,1,22,1,3
3201382003,Bogor,Ciburuy,6.73605628,106.820093,2,10,7,2,0,12,0,0,0,12,21,0,0,0,0,0,17,0,2,27,1,6
3201382005,Bogor,Cisalada,6.73383565,106.789656,1,6,3,1,0,10,0,3,0,0,10,0,0,0,0,30,0,0,2,23,0,0
3201382007,Bogor,Pasirjaya,6.72864972,106.788041,0,7,2,1,0,13,0,0,0,0,2,0,1,0,0,15,0,0,0,24,0,3
3201382008,Bogor,Ciburayut,6.72069022,106.795666,0,6,4,3,0,13,1,0,0,0,1,0,1,0,0,0,0,0,0,234,0,2
3201382009,Bogor,Ciadeg,6.71161595,106.813614,0,6,2,1,0,12,0,0,0,0,0,0,1,0,0,90,0,0,1,41,0,0
3201272010,Bogor,Pasir Buncir,6.74611156,106.830153,0,5,2,1,1,9,0,0,0,0,23,0,0,0,0,0,100,0,0,16,0,0
3201272006,Bogor,Cinagara,6.74046633,106.843477,5,6,5,5,0,14,1,0,0,0,29,0,0,0,0,0,200,0,0,9,0,4
3201272012,Bogor,Tangkil,6.73687676,106.845403,0,6,2,1,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0
3201272001,Bogor,Pasir Muncang,6.72108262,106.820111,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25,0,0,21,0,4
3201272005,Bogor,Muara Jaya,6.73680987,106.84547,1,3,3,1,0,10,0,0,0,0,20,0,0,0,0,0,5,0,0,3,0,1
3201272004,Bogor,Caringin,6.70631408,106.822091,5,6,3,3,0,13,1,0,3,0,12,0,0,0,0,0,2,0,1,8,1,8
3201272011,Bogor,Lemah Duhur,6.71472394,106.839482,0,8,8,2,0,21,0,0,0,0,0,0,0,0,0,0,12,0,0,313,0,1
3201272007,Bogor,Cimande,6.71176756,106.842291,2,4,2,0,0,13,1,0,0,0,0,0,0,0,0,0,65,0,0,22,0,0
3201272008,Bogor,Pancawati,6.71617315,106.865661,2,10,4,3,0,15,0,0,0,0,0,0,0,0,0,80,20,0,4,26,0,0
3201272003,Bogor,Ciderum,6.69100599,106.846563,4,9,5,3,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7
3201272005,Bogor,Ciherang Pondok,6.69359226,106.835861,3,9,3,5,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,42,0,9
3201272002,Bogor,Cimande Hilir,6.70134218,106.829083,3,4,2,2,0,12,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,6
3201242001,Bogor,Cileungsi,6.70816015,106.877277,0,5,3,2,0,10,0,0,0,0,3,0,0,0,0,0,18,0,0,15,0,1
3201242002,Bogor,Citapen,6.6992464,106.872956,1,3,2,0,0,10,1,0,0,0,26,0,0,0,0,0,0,0,2,21,1,1
3201242003,Bogor,Cibedug,6.69543833,106.874717,2,5,2,0,0,10,0,0,0,0,7,0,0,0,0,0,31,1,0,208,1,1
3201242010,Bogor,Bojong Murni,6.69793097,106.894324,0,1,1,0,0,9,1,1,0,0,6,0,0,0,0,0,9,0,0,191,0,0
3201242004,Bogor,Jambu Luwuk,6.69107733,106.879908,0,2,2,1,0,10,0,0,0,0,5,0,0,0,0,0,2,0,0,37,0,1
3201242005,Bogor,Banjar Sari,6.6819986,106.871507,4,4,3,3,0,10,1,0,0,0,48,0,0,0,0,0,150,2,0,19,0,10
3201242011,Bogor,Banjar Wangi,6.67679929,106.858054,4,4,4,1,0,9,0,0,0,0,6,0,0,0,0,0,4,1,0,18,1,7
3201242013,Bogor,Bitung Sari,6.68624812,106.842772,2,2,2,2,0,10,1,0,0,0,4,0,0,0,0,0,0,0,0,13,2,5
3201242006,Bogor,Teluk Pinang,6.67706238,106.848306,3,5,2,1,0,10,0,0,0,0,3,0,0,0,0,0,0,0,2,44,2,6
3201242007,Bogor,Banjar Waru,6.6686213,106.856859,5,2,0,1,0,12,1,0,0,0,7,1,0,0,0,0,11,1,1,18,2,8
3201242012,Bogor,Ciawi,6.66141093,106.845818,7,3,1,3,1,7,0,0,0,0,40,0,0,0,0,0,7,0,0,30,2,14
3201242008,Bogor,Bendungan,6.66030953,106.855298,4,5,1,0,0,12,1,0,0,0,70,0,0,0,0,30,51,0,0,17,2,19
3201242009,Bogor,Pandansari,6.65564086,106.858303,3,4,1,1,0,10,0,0,0,0,50,0,0,0,0,70,64,0,0,23,1,34
3201252005,Bogor,Citeko,6.69126461,106.928124,3,3,1,0,0,14,1,0,0,0,1,0,0,0,0,0,250,2,2,9,1,45
3201110002,Bogor,Cibeureum,6.69090789,106.941452,7,8,2,1,0,15,1,0,0,0,42,0,0,0,0,203,20,0,0,59,2,14
3201252006,Bogor,Tugu Selatan,6.69434585,106.964559,3,6,2,1,0,20,0,6,0,0,12,0,0,0,0,0,0,0,0,20,0,28
3201252009,Bogor,Tugu Utara,6.68358158,106.952315,2,4,0,0,0,15,1,0,0,0,8,0,0,0,12,0,302,0,1,3,0,20
3201110005,Bogor,Batu Layang,6.67758409,106.947374,2,2,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7
3201251010,Bogor,Cisarua,6.68000984,106.934318,1,6,2,1,0,10,1,0,0,0,16,0,0,0,0,178,0,2,2,13,2,51
3201252008,Bogor,Kopo,6.68130744,106.922042,2,9,5,5,0,29,0,0,0,0,5,0,0,0,0,0,0,0,7,101,1,15
3201252007,Bogor,Leuwimalang,6.66701156,106.927932,2,2,2,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
3201252002,Bogor,Jogjogan,6.66282001,106.930269,2,4,2,2,2,11,0,0,0,0,0,0,0,0,0,0,125,0,0,10,0,0
3201252004,Bogor,Cilember,6.65394194,106.919505,1,3,0,0,0,9,1,0,0,0,9,0,0,0,0,0,20,0,1,22,1,2
3201262011,Bogor,Sukaresmi,6.69208509,106.901731,3,2,3,3,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0
3201262008,Bogor,Sukagalih,6.68685902,106.904,1,5,1,1,0,12,0,0,0,6,3,0,0,0,0,0,0,1,1,15,0,0
3201262002,Bogor,Kuta,6.68685902,106.904,1,2,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
3201262004,Bogor,Sukakarya,6.69208509,106.901731,3,5,2,0,0,11,1,0,0,0,43,0,0,0,0,0,0,0,9,2,0,0
3201262007,Bogor,Sukamanah,6.41902758,106.535607,2,5,2,0,0,8,1,0,0,0,38,0,0,0,0,0,0,0,0,15,1,1
3201262001,Bogor,Sukamaju,6.67802554,106.889183,0,2,0,1,0,9,0,0,0,0,59,0,0,0,0,0,0,0,0,5,0,1
3201262010,Bogor,Sukamahi,6.6689156,106.876113,0,1,1,0,0,12,0,0,0,0,27,0,0,0,0,0,0,0,0,2,2,1
3201262003,Bogor,Gadog,6.6689156,106.876113,1,6,1,0,0,12,0,0,0,0,30,0,0,0,0,0,0,0,1,35,0,6
3201262006,Bogor,Cipayung,6.65124418,106.89106,3,8,3,1,0,15,0,0,0,0,61,0,0,0,0,0,0,0,0,5,1,22
3201262009,Bogor,Cipayung Girang,6.64982619,106.903501,4,6,4,3,0,14,2,0,0,0,38,0,0,0,0,0,0,3,0,9,0,22
3201262005,Bogor,Megamendung,6.6453002,106.912357,1,4,1,1,0,13,0,0,0,0,10,0,0,0,0,0,0,0,3,7,0,14
3201262012,Bogor,Pasir Angin,6.6453002,106.912357,0,8,4,1,0,15,1,0,0,0,38,0,0,0,0,0,0,0,2,9,0,6
3201042004,Bogor,Cibanon,6.6287391,106.839459,1,1,1,0,0,6,1,0,0,0,20,0,0,0,0,0,3,0,0,4,0,0
3201042001,Bogor,Gunung Geulis,6.63582015,106.875935,1,4,0,1,0,14,1,0,0,0,22,0,0,0,0,0,6,0,1,12,0,2
3201042005,Bogor,Nagrak,6.60754053,106.849069,0,4,2,1,0,16,1,1,0,0,51,0,0,0,0,0,0,0,0,21,0,3
3201042006,Bogor,Sukatani,6.61676641,106.837198,1,1,0,0,0,6,0,0,0,0,16,0,0,1,0,0,0,0,0,10,0,0
3201042007,Bogor,Sukaraja,6.59181328,106.839263,1,4,1,1,1,13,0,0,0,0,147,0,0,0,0,0,9,0,0,15,1,6
3201042008,Bogor,Cikeas,6.58779117,106.843976,2,6,3,1,1,15,2,0,0,0,80,0,0,0,0,0,5,0,0,16,0,6
3201042012,Bogor,Cadas Ngampar,6.57719189,106.839187,1,2,1,0,0,16,1,0,0,0,77,0,0,0,0,0,5,0,0,20,0,6
3201042013,Bogor,Pasirlaja,6.54820773,106.826773,4,5,0,0,0,13,0,0,0,0,12,0,0,0,0,0,100,0,0,15,0,1
3201042011,Bogor,Cijujung,6.54295937,106.833101,8,5,3,2,0,25,1,0,0,0,98,0,0,0,0,0,0,0,1,18,0,21
3201042010,Bogor,Cimandala,6.54167515,106.823768,7,10,4,2,0,21,0,0,0,0,90,0,0,0,0,0,0,0,1,42,1,15
3201042009,Bogor,Pasir Jambu,6.53639557,106.813712,5,6,2,3,1,12,1,0,0,0,24,0,0,0,0,0,21,1,0,40,0,9
3201042002,Bogor,Cilebut Timur,6.52676838,106.803644,6,3,1,2,0,17,1,0,0,0,99,0,0,0,0,0,25,1,1,63,0,9
3201042003,Bogor,Cilebut Barat,6.53083062,106.799689,17,11,6,2,0,22,0,0,0,0,99,0,0,0,0,0,130,2,2,48,0,18
3201052001,Bogor,Cijayanti,6.60778578,106.873861,3,10,2,2,2,17,1,2,0,6,99,0,0,0,0,0,485,0,1,4,0,9
105140002,Bogor,Bojong Koneng,6.60545367,106.895109,0,7,1,0,0,15,1,0,0,2,12,0,0,0,0,122,41,0,1,56,0,11
105140003,Bogor,Karang Tengah,6.57512287,106.897544,2,10,5,1,0,20,1,0,0,3,0,0,0,0,0,0,99,0,1,3,0,15
