ID;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;Y
1;257;13643;27;0.77996186;0.962787375;5217;0.768745336;768;30006;6.3;4.7;1
2;24;13897;15;0.739377205;0.906120571;18025;0.290628646;2368;39954;7.3;5.3;1
3;1;760;1;0.5;1;3275;0.961748634;2542;43544;1.3;1.3;0
4;627;41160;97;0.706524479;0.997689674;2864;0.723218281;0;0;9.3;5;0
5;42;19002;38;0.749575628;0.964363356;2794;0.748128913;0;0;4;1;0
6;65;38253;43;0.77867868;1;1122;1;5;1719;17;14.7;1
7;209;76895;262;0.77159146;0.978412306;14061;0.675389199;0;0;24.7;9.7;0
8;11;12650;10;0.604488209;0.37551505;16131;0.144994221;0;0;10;5.3;0
9;16;2491;3;0.464285714;0.928571429;1892;1;405;18934;3.7;2;0
10;117;55057;121;0.779179065;1;4222;1;0;0;8.7;6;0
11;144;29560;66;0.743942846;1;2439;0.887820513;74;120;4.3;3.7;0
12;184;56162;57;0.763459359;0.998263889;6953;0.67357691;8;13;4.3;3;0
13;521;90652;166;0.763809743;0.999042146;3906;0.425169234;0;0;26.7;11.7;0
14;3;9835;7;0.779411765;0.426470588;16414;0.632110591;0;0;8.7;4;0
15;215;25307;42;0.726672877;0.9904712;4161;0.986666667;0;0;7.3;1.3;0
16;3;6603;4;0.650757576;0.843560606;18458;0.610820751;666;1080;5.7;4;0
17;296;37871;71;0.64447412;0.998263889;11492;0.978051318;2397;81693;12;11.3;1
18;1292;97429;174;0.72917907;0.988386186;19703;0.428594187;0;0;21.3;14.7;1
19;282;14040;28;0.670656566;0.91973064;4697;0.747404242;0;0;4.7;2.7;1
20;7;13811;5;0.814814815;1;1067;0.972222222;2889;4685;2.7;2.3;0
21;789;25931;53;0.820877758;0.944887943;397;0.592857143;2314;21811;7;3.3;0
22;16;14167;15;0.692964529;0.94982382;9281;0.400279326;548;33219;2.7;2;0
23;69;28361;48;0.757204961;0.978250863;16447;1;0;0;8.3;4.3;1
24;0;526;1;0.833333333;0.75;11681;0.224900435;281;24821;3;2;0
25;184;26208;138;0.77346499;0.982609057;4725;0.907051282;387;14529;7.7;5;0
26;71;10528;27;0.733976549;0.979643766;5889;0.90435318;158;256;4.3;2.7;0
27;0;0;0;0;0;1283;0.461538462;713;16239;2.7;2;0
28;85;67112;39;0.811446281;0.543036737;2208;0.360188261;371;62332;13.3;8.7;0
29;0;159;0;1;1;19206;1;1028;1667;9;1.3;0
30;125;11994;41;0.782397976;0.991060026;1922;0.907203907;1;2207;2.3;2;0
31;10;15459;11;0.661983204;0.739502584;23206;0.781517012;0;0;10;3.3;0
32;13;39307;13;0.777107406;0.936235435;0;0;12;20;1.7;1;0
33;1;8164;7;0.770592295;0.843056063;30569;0.76581569;10059;16312;16.3;2.7;0
34;10;21790;10;0.72039072;0.770757021;4992;0.767281134;474;35225;2.3;2;0
35;6;13173;5;0.814192344;1;9144;0.988372093;324;27778;2.3;2.3;0
36;97;6799;91;0.708783451;0.997685185;11378;0.937444997;15;1810;5;1.7;0
37;65;149603;88;0.742841885;0.998974359;9103;1;0;0;20;5.7;0
38;373;36468;75;0.753778101;0.996190476;16514;0.978719855;0;0;16.3;6.7;0
39;0;0;0;0;0;0;0;252;42276;1;0.7;1
40;246;16061;35;0.799611916;0.994350283;279;1;202;328;5;2.3;0
41;174;30372;85;0.747937347;0.997503434;5653;1;136;220;3.7;2;0
42;37;23951;50;0.748305947;0.940510982;3631;0.847883598;0;0;4;3;0
43;14;19960;21;0.686934901;0.785412899;10511;0.803969481;481;780;9;4;0
44;173;16631;76;0.794716494;0.997076023;13883;0.998585011;0;0;15;7.7;1
45;0;0;0;0;0;88;1;1585;24044;1;0.7;0
46;35;11388;6;0.866666667;0.56984127;28864;0.362194718;433;16667;5.3;2.7;1
47;286;23435;31;0.845828688;1;933;1;7;3136;7;1.3;0
48;1;2260;5;0.751169591;0.35877193;545;0.575;5557;34100;3.3;1.7;1
49;385;53795;129;0.821689583;0.997181965;8275;0.957846154;165;8334;18;12;1
50;0;0;0;0;0;0;0;523;31112;3;2;1
51;15;9151;33;0.651994416;1;23242;0.980403664;0;0;6.7;2.3;0
52;10;26622;43;0.77467713;0.972723711;17261;0.970912631;37;60;12.7;3.3;0
53;955;51050;64;0.67650993;1;19619;0.965301739;26;10671;19.7;7.3;0
54;20;19526;26;0.789448143;0.796504957;417;0.9;516;837;4;2;0
55;56;28480;33;0.695839426;0.982277593;3822;0.975037538;0;0;2.7;2.3;0
56;153;20159;15;0.64619883;0.963274854;8125;0.896353276;1;4672;1.7;1.7;0
57;5;11368;6;0.761072261;0.863636364;4567;0.73904342;880;33429;1.3;1.7;1
58;5;19855;14;0.718984766;0.800275358;26222;0.60814629;0;0;13.3;6;0
59;564;23018;58;0.733868093;0.737054367;10281;0.435566972;14170;22979;9.7;2.7;1
60;106;50041;153;0.684033639;0.947811131;7400;0.915154528;0;0;15.7;4.7;0
61;53;14082;9;0.71761735;1;2106;0.962301587;580;31755;2.7;2;1
62;85;23755;17;0.675978037;0.846362389;878;0.355820106;1169;36034;2;1.3;1
63;97;8488;10;0.885964912;0.973684211;4317;0.872340426;430;11342;4.3;2.3;0
64;35;13023;13;0.722222222;0.462301587;2961;0.487593985;132;4202;2.7;1.7;0
65;0;0;0;0;0;586;0.833333333;288;17320;3.3;2.3;0
66;91;10180;14;0.765488216;0.978354978;625;1;37;14475;10;3.7;0
67;399;36318;55;0.73269028;1;4178;0.975913979;19;717;13.7;3.7;0
68;31;26276;25;0.658074352;0.984977603;16361;0.929535265;0;0;16;5.3;0
69;0;0;0;0;0;0;0;1543;22223;1.3;1.3;0
70;16;8355;18;0.915384615;1;2144;0.944444444;19;30;4;2.7;0
71;21;10321;19;0.779365079;0.982010582;16783;0.950351949;469;21039;12.3;6;1
72;439;27193;37;0.776254995;0.997668998;23708;0.938786618;0;0;14.7;7.3;0
73;122;31715;23;0.704936885;0.905024248;18964;0.669023175;162;262;14.3;11;0
74;344;37632;48;0.708908166;0.944872282;8639;0.715258216;795;14682;4;3;1
75;9;15637;8;0.649561404;0.543640351;550;0.6875;668;29778;1.7;1.3;0
76;72;15455;17;0.860497143;1;5189;0.861868687;2;2833;7.3;5;0
77;1099;61792;99;0.753731337;0.991944444;9981;0.792443874;1;5460;9.7;7.3;1
78;1;3087;1;0.8;0.2;18944;0.03098281;0;0;5.7;4;0
79;593;29898;40;0.698881694;0.985515321;8975;0.650787052;143;13668;10.3;5;0
80;335;42096;121;0.724487065;0.941473111;10192;0.873215884;779;1264;11;7;0
81;11;20734;11;0.604799698;0.549130763;6017;0.180735931;0;0;4.3;1.3;0
82;76;68521;98;0.880436443;0.845573945;24900;0.748911243;0;0;11;4.7;0
83;112;71681;125;0.68979685;0.847124428;2311;0.177777778;0;0;9.7;4.7;0
84;265;23755;71;0.658615644;1;2500;1;0;0;15;4.3;0
85;57;25391;16;0.678715729;0.903354978;4239;0.812910119;7357;89829;3.3;1.7;0
86;24;14681;16;0.856478005;0.707968294;694;0.707453416;1446;48204;2;1.3;1
87;0;0;0;0;0;0;0;562;33890;2.7;1.7;0
88;5;3336;6;0.775062657;0.889515455;2591;0.691900692;4061;17033;2;1.3;1
89;18;12170;13;0.739366044;0.939302359;14478;0.681938179;649;16810;15;6;0
90;0;0;0;0;0;1145;0.576923077;760;38127;4.3;2;0
91;19;15673;17;0.763232323;1;8022;0.898838004;0;0;3.7;2;0
92;86;5737;51;0.820916353;0.934078947;3753;0.532550983;12901;173475;3.3;2.3;1
93;329;71535;74;0.712845693;1;717;0.925925926;0;0;12.7;2.3;0
94;10;9641;11;0.551290685;0.978130512;10322;0.976565491;0;0;2;2;0
95;0;0;0;0;0;608;1;171;28230;4.7;3.7;0
96;201;39458;132;0.70659423;0.988885776;2369;0.952380952;89;1423;5.7;4;0
97;96;45943;40;0.82803077;0.931169437;1733;0.43951644;0;0;11.7;5.7;0
98;81;22101;42;0.532551938;0.98972398;3006;0.978494624;3;988;10;7.7;0
99;101;27004;41;0.747751384;0.978166383;14689;0.729684572;136;220;13;8.3;0
100;0;1375;3;0.915789474;1;11672;1;3603;41800;4.3;2.7;1
101;48;2918;7;0.525963489;1;3833;0.994252874;418;8238;5.3;3.7;0
102;2;9150;7;0.6246219;0.98245614;22375;0.995389555;0;0;11;6.3;0
103;275;56866;88;0.711379071;1;22832;0.999714612;0;0;15.7;7.7;0
104;237;53743;48;0.742197415;0.957404361;204;1;0;0;3.3;1.7;0
105;57;20047;13;0.855213984;1;6214;0.981481482;446;6667;8.3;4.3;0
106;7;850;1;0.5;1;969;0.456043956;12139;102222;3.3;1.3;1
107;16;23198;53;0.758370352;0.936919116;15866;0.661983178;0;0;14;9.3;0
108;206;71776;72;0.833863734;0.990905191;9600;0.998062016;37;60;8.7;8;0
109;166;71070;101;0.853637174;0.648043555;16103;0.690184765;0;0;7.3;3;1
110;89;21347;12;0.681513745;0.928858469;1808;0.558196567;3395;102796;4.7;3.3;1
111;6;5642;6;0.516438154;0.795444494;2297;0.552128147;1307;23825;3;2;0
112;21;9393;10;0.938596491;0.938596491;183;1;520;13323;4.3;2.7;0
113;51;12921;16;0.812681159;1;1744;1;46;75;6.7;2;0
114;200;104027;41;0.808753384;0.864477453;7092;0.886904762;561;21560;2.7;1.7;0
115;1;1572;2;0.866666667;0.794444444;2933;0.884057971;2677;55288;4.7;4;1
116;34;18927;9;0.645098039;0.822875817;1208;0.76010101;0;0;3.7;3;0
117;504;67293;98;0.690667567;1;4581;1;1;6100;17.3;11.3;0
118;69;44093;54;0.746653962;0.88694668;23250;0.772500934;822;1333;4.3;3.3;0
119;82;49219;34;0.66405705;0.890544661;10981;0.696353496;0;0;8.3;2.3;1
120;201;83023;170;0.60575125;0.950514505;9583;0.990740741;0;0;18.3;8.3;0
121;215;27401;124;0.768116747;0.501891985;9183;0.45795888;1;4373;16.7;3.3;0
122;19;19010;26;0.76891742;0.824139073;2947;0.631497468;113;5562;8.7;7.7;1
123;10;2111;2;0.577380952;1;1358;0.283068783;3770;47241;4;2.3;0
124;234;46011;73;0.749651697;0.986157278;97;0.2;0;0;13.7;4.3;0
125;2;4644;5;0.775;0.95;1546;0.777272727;4642;43755;2.3;2.7;0
126;295;17264;17;0.793302701;1;1425;0.961538462;311;505;7;4.3;0
127;1017;78179;320;0.794650084;0.999243713;14000;0.936079496;0;0;13.7;7;0
128;6;7564;6;0.752849003;0.722934473;642;0.737103175;3385;27485;2;1;1
129;10;3125;3;0.555555556;0.933333333;2686;0.304708672;848;13667;1.3;1;0
130;118;23386;15;0.759091847;0.96878225;761;0.67948718;62;100;4.3;2;0
131;83;16309;39;0.741685454;0.930628019;767;0.974358974;136;220;4.3;3;0
132;30;18873;17;0.897190009;1;2497;0.959435626;74;120;7;5.3;0
133;104;58684;78;0.774280999;0.99901088;10553;1;0;0;3;2.3;1
134;0;266;0;0;1;1575;0.506379585;1862;33807;2;1.7;0
135;38;63505;41;0.747067395;0.955913979;2283;0.916666667;797;1293;3;2.3;0
136;20;13116;21;0.681030702;0.976644737;31247;0.96964629;99;160;14.3;5;0
137;27;16813;24;0.862514998;0.992831541;2849;0.85613782;0;0;3;2.7;0
138;0;0;0;0;1;50;1;2005;17756;0;0;0
139;29;22172;18;0.861643742;0.874906967;3492;0.878443181;2773;56789;3;1.7;0
140;302;224093;426;0.735658654;0.974826848;25256;0.836604021;460;15821;7.3;4.3;0
141;445;66377;285;0.793457025;0.871417673;13394;0.875268673;148;240;16;9.7;1
142;25;19829;16;0.731428784;0.397239891;3302;0.128205128;1;2490;3;2;0
143;44;44234;45;0.713706656;0.986165327;5439;0.687503862;0;0;11.7;5.3;0
144;15;5623;4;0.944444444;1;564;1;246;8041;4.3;2.3;0
145;75;35905;37;0.616458041;0.985416705;2769;1;0;0;7.3;5.7;0
146;7;10313;6;0.805817964;0.850952167;1258;0.829938272;100;6430;2.3;2;0
147;20;980;2;0.674074074;1;458;1;625;33378;10.3;6;0
148;194;25773;126;0.923569427;0.705104055;1269;0.486324786;0;0;6.7;4.3;0
149;16;30529;30;0.764866249;0.887181457;3800;0.980130719;10;5791;2.3;1.7;1
150;1;1867;2;0.714285714;0.845238095;4967;0.46790002;265;31584;6;3;1
151;29;40348;17;0.724755466;1;517;1;0;0;9.7;4.7;0
152;7;14237;7;0.843201754;0.808479532;8053;0.718424849;726;34755;3.7;2;0
153;1;671;2;0.808333333;1;764;0.851851852;17027;27611;0.7;0.7;0
154;20;10583;6;0.889214047;0.905239688;2564;0.954204204;701;18880;4;2.3;1
155;46;52172;30;0.774879227;0.955797101;6739;0.919554016;497;21000;5.7;5.7;0
156;21;33265;21;0.678325259;0.983634645;138;1;1;3720;2.7;2;0
157;62;32183;46;0.726800623;0.975324312;828;0.96969697;0;0;6;4.3;0
158;86;18265;24;0.751715928;0.812931035;2222;0.898989899;0;0;6;2;0
159;53;27441;36;0.831245071;0.976298957;2442;0.970588235;498;808;6.3;3.3;0
160;61;15361;5;0.638888889;1;8494;0.955740629;746;1209;5.7;3.3;1
161;6;4770;5;0.543632838;1;23728;0.995435506;0;0;12;3.3;0
162;103;10932;13;0.718377322;1;4506;1;1328;16605;4;3;0
163;5;14289;7;0.706654457;0.841575092;1589;0.307246377;2176;53958;3.7;2;1
164;263;13486;17;0.78445973;1;11956;0.977939469;0;0;10;6.7;0
165;30;20597;15;0.618778281;1;0;0;0;0;2.7;2.7;0
166;89;55077;100;0.779360704;0.758157021;18597;0.845115161;12;20;7.7;3;0
167;25;4385;8;0.738211382;0.790087555;12767;0.659063968;107;28228;17;5.7;0
168;0;458;0;0.666666667;1;1714;0.869300912;2461;56123;3.3;2;0
169;7;5791;2;0.833333333;0.972222222;1825;1;562;32999;2.7;2.3;1
170;100;52730;94;0.745905851;0.854383363;3219;0.742797772;1356;29502;3;1.3;1
171;113;35907;24;0.777261259;0.96900888;7433;0.668288971;283;30112;10;4.7;0
172;251;67674;104;0.825764622;0.977261407;2436;0.563745715;832;35959;17.7;7.7;0
173;103;18227;34;0.778842745;0.995670996;15961;0.917813551;0;0;6.7;4.7;0
174;90;9596;14;0.784656085;0.981481482;2417;0.837065391;32;2687;3.3;1.3;1
175;188;161719;87;0.837654412;0.964585401;3678;0.986111111;593;50000;5.7;2.7;0
176;83;64754;44;0.755173578;0.740863587;17847;0.476413457;37;60;16;6.7;1
177;26;14176;20;0.839486922;0.985714286;7825;0.712533108;0;0;3;1.3;0
178;23;10016;13;0.692981456;0.944444444;29000;0.9869614;0;0;12.7;2.3;0
179;118;116680;43;0.847774304;0.66417693;6303;0.809700176;0;0;3.7;1.7;0
180;11;37983;15;0.701085158;0.323359671;9922;0.233378257;0;0;6.7;2.7;1
181;160;24024;22;0.905218703;0.988205128;3958;0.644882729;0;0;4.3;3;1
182;263;99413;186;0.739545527;0.988742753;12475;0.994397759;0;0;8.3;4.7;0
183;154;56684;42;0.810083306;0.996794872;569;0.141693365;11;7466;9.3;6.7;0
184;57;32303;60;0.732228839;0.996101365;5358;1;37;60;4.3;3;0
185;6;9749;7;0.77654321;0.760493827;10489;0.72037875;0;0;1.3;1;0
186;73;25199;24;0.558256173;0.80787037;12519;0.627764991;25;40;4.7;2;1
187;9;2993;3;0.726495727;0.805128205;1203;0.461111111;764;19451;1.3;1.3;0
188;43;16967;14;0.807613215;0.972789116;11481;0.943167305;0;0;8.7;7;1
189;467;54447;42;0.699352582;0.941741062;15008;0.655905403;0;0;18.7;8.3;0
190;263;33193;69;0.723885751;0.958552372;19872;0.766940714;146;236;8.7;4.7;0
191;95;113100;65;0.778466189;0.881560085;6033;0.932578498;1308;81491;7.7;2.7;1
192;240;27288;254;0.803800935;1;3764;0.806561859;0;0;4.7;1;0
193;306;38899;78;0.752333747;0.827760751;11078;0.439059522;0;0;4.7;3.3;0
194;3;3719;3;0.794117647;1;2442;0.994791667;759;17059;2;1.7;0
195;19;22804;13;0.595494733;0.942255576;3700;0.92271454;3083;5000;9.7;5.7;0
196;12;6270;4;0.601851852;0.689393939;6564;0.70016937;854;56760;13.7;10.7;0
197;42;9143;6;0.854901961;0.980392157;1333;0.632289279;1360;34807;8.3;4.7;1
198;24;11156;16;0.584013209;0.944583195;25644;0.866760776;0;0;12.7;3.7;0
199;23;35250;35;0.737576313;0.785561661;2769;0.59664903;538;873;6;2.7;0
200;156;70987;193;0.818023923;0.990859918;2314;0.239390622;1030;1670;11.3;9;0
201;19;28673;22;0.820350877;0.88;6981;0.8241515;0;0;3.7;2.3;0
202;752;35225;157;0.738654169;1;10361;0.790164885;0;0;7.3;2.3;0
203;23;12144;21;0.792082111;0.989495451;3381;0.873015873;1179;28952;5.3;3;0
204;97;17718;16;0.703742046;0.946236559;1583;1;0;0;7.3;2.7;0
205;774;49145;28;0.59912289;0.943985288;9406;0.998677249;111;180;2.7;1.3;0
206;11;17447;17;0.65958816;0.962962963;2192;0.624101492;0;0;6.3;4;0
207;73;27377;23;0.823144258;0.808298319;6044;0.607304197;285;12122;7;3;0
208;74;45199;24;0.631162465;0.926678338;1322;0.593827161;3;11635;6.7;4.7;0
209;21;18438;23;0.630185786;0.958400974;5175;0.819636752;86;140;7.7;3;0
210;29;42880;17;0.810656783;0.616070005;1092;0.327777778;2457;44535;3.7;1.7;1
211;5;14352;18;0.845473367;0.669646778;6308;0.407003711;610;38653;11;6;0
212;27;12756;20;0.739018215;0.956772033;1517;0.960784314;4111;6667;4.7;2.7;0
213;38;9090;23;0.981060606;0.97020202;9983;0.696534554;30;2806;5;3;0
214;75;28028;39;0.794909177;0.876445653;8500;0.648036273;0;0;15.7;3.3;0
215;13;13592;23;0.771043771;0.850745551;16806;0.986966657;0;0;7.7;4.7;0
216;4;11417;7;0.78531746;0.968055556;214;1;10278;16667;2;1.7;0
217;101;71884;57;0.708115158;0.972748504;11269;0.875041749;12;13047;6;4.3;0
218;130;38407;69;0.714429972;0.996843477;1383;0.656084656;224;675;6.7;5;0
219;1;4126;6;0.724104859;0.979166667;3064;0.964912281;526;24560;5.3;4.7;0
220;21;10246;4;0.373655914;0.978494624;2208;0.904207581;228;21985;6.3;4;0
221;71;10236;12;0.184466019;0.996763754;12983;0.991408351;12;20;8.3;3;0
222;45;48722;21;0.787128908;0.933761189;6569;0.842611223;2241;49610;7.7;3.7;1
223;2;9363;4;0.833333333;0.596296296;5169;0.451131575;720;53545;2.3;1;0
224;138;30702;39;0.727247126;0.996941896;4497;0.861618727;77;15610;7.7;5.3;0
225;7;6597;5;0.91662477;0.981481482;4683;0.9004329;1215;83031;3.7;3;0
226;14;21577;31;0.735093605;0.967148737;2072;0.553594771;0;0;10;2.7;0
227;39;18231;25;0.652635879;0.986930091;4614;0.818501921;0;0;4;2.3;0
228;30;22437;18;0.797534543;0.937038162;3231;0.874910969;37;2520;6;4.3;0
229;68;36749;51;0.756428144;0.988067238;8993;0.978527533;1777;2882;15;6.7;0
230;438;57748;152;0.769219889;0.999301188;4194;0.632088428;130;0;8.7;7;1
231;755;117130;86;0.773773463;0.916778052;29444;0.715162769;306;40829;11;4.7;0
232;59;45923;54;0.763921408;0.940603927;9139;1;0;0;12.7;7;0
233;62;26415;13;0.739351852;0.654351852;1247;0.365497076;247;400;5.7;4.3;0
234;393;28720;315;0.860697051;0.99688596;2594;0.980952381;0;0;5.3;4;0
235;212;261994;151;0.819964453;0.999176955;42656;0.998937583;37;60;10.3;8;0
236;367;52188;58;0.769049426;0.98639329;12278;0.973295487;185;300;12.3;7.3;0
237;22;24282;25;0.743623426;0.785659551;1050;0.095454546;0;0;6;3.3;0
238;66;21250;10;0.814711053;0.93495935;20461;0.867315329;0;0;17;7;0
239;110;16189;30;0.759231412;0.903620162;5075;0.825723246;11;6896;9.3;3.3;0
240;36;15919;15;0.520156556;0.939197962;8811;0.952575429;209;12483;10.3;6.3;0
241;40;19899;24;0.791061254;0.985648148;1369;0.974358974;389;9834;7.3;5.7;0
242;95;20174;19;0.845306562;0.988413547;283;0.25;0;0;2.3;2.3;0
243;145;31675;94;0.682602161;0.998938429;9061;0.987373737;1069;30059;10;4.3;1
244;187;21363;54;0.757689794;1;8786;0.990407674;25;40;8.3;3.7;0
245;185;15806;29;0.848893499;0.972222222;9169;0.976190476;0;0;3.7;2;0
246;26;24238;28;0.822812937;0.838770964;12461;0.515591908;110;10080;7.3;5.3;0
247;416;8996;119;0.741751821;0.998272884;7514;0.967585631;50;25767;6.7;2;0
248;15;8000;8;0.797619048;1;4449;0.993827161;762;67158;12.3;7;0
249;78;41130;35;0.796214767;0.433156083;12128;0.755860796;0;0;10.7;4;0
250;2;896;1;1;1;0;0;1053;25013;1.3;1;0
251;122;51415;107;0.714436504;0.998050682;628;1;1030;1670;10.3;2.7;0
252;2;13361;6;0.779761905;0.7625;14056;0.183432735;0;0;9;3.3;0
253;52;19425;10;0.821680672;0.990196078;2019;0.695238095;0;0;3.3;2;1
254;134;19996;23;0.750779855;0.897438551;4744;0.474079832;72;5154;7.7;4;1
255;187;45945;101;0.78443026;0.980208912;4650;0.943487395;0;0;2.7;1.7;0
256;48;24725;16;0.699110993;0.814652372;3997;0.91969227;1819;15919;2.3;1.3;1
257;13;4951;3;0.507575758;1;2069;0.967592593;82;28388;3.3;2.3;0
258;53;10073;29;0.8125;0.99702381;6311;0.675254731;0;0;6;2.3;0
259;7;9123;10;0.472940613;1;1044;1;424;10301;4.3;3.7;0
260;10;12550;9;0.766917293;0.98245614;10303;0.988215488;517;11905;8.7;3;0
261;48;27431;40;0.894742554;0.977198364;1061;0.49054784;4900;55363;7.3;3.7;1
262;206;34996;30;0.768236224;0.973839;886;0.183139661;0;0;5.7;3.7;0
263;15;3530;2;0.533333333;1;94;1;1188;29330;2;1.7;0
264;15;10051;13;0.840053763;0.952620968;3851;0.95462902;42;6029;8;4.7;0
265;18;14194;7;0.878306878;0.784391534;3950;0.363723245;1174;31376;3.7;2;0
266;125;75835;130;0.760775449;1;1133;1;0;0;12;5.3;0
267;113;12532;10;0.672678149;0.918253968;4433;0.414920504;336;13389;7.7;4;0
268;9;10673;6;0.669444444;0.855555556;5442;0.693274318;245;21202;3.7;2.7;0
269;38;46641;35;0.709558798;0.640121821;3214;0.698966088;0;0;1.7;1.3;0
270;104;23999;19;0.68297638;1;4850;1;0;0;9.3;4.7;0
271;207;54797;50;0.834030893;0.974741308;8986;0.985844916;1;0;8.3;2.3;1
272;226;39877;75;0.686731584;0.986089505;8622;0.827419829;469;30;15.3;8.3;0
273;48;6554;4;0.85;0.9375;644;1;1578;59360;5;3;0
274;6;17977;11;0.806455027;0.953703704;5150;0.846052632;0;0;1.7;1;1
275;95;19039;37;0.817135199;0.927929095;13300;0.552264013;12;20;9;3.3;0
276;42;31808;4;0.755128205;1;311;0.202645503;0;0;2.7;2.3;0
277;48;36643;41;0.830807021;0.520035689;1294;0.654761905;3371;31474;4;2;0
278;28;9775;7;0.718360071;0.908377897;1203;0.384064328;8084;97612;6;2;1
279;48;24516;34;0.754544606;0.869256252;1019;0.592851593;49;80;6.7;3.7;0
280;324;30096;40;0.738905325;1;13764;0.994065282;522;21119;10.3;5;0
281;187;60178;63;0.766437548;0.935780884;16448;0.784774165;0;0;5;3.7;0
282;2;4922;2;0.725;0.733333333;947;0.565201465;4731;45178;2.7;1.3;1
283;153;27283;39;0.728292047;0.994350283;0;0;12;20;6.7;2;0
284;2;1976;2;0.504761905;0.638095238;2561;0.848076923;4011;57004;2.7;2;1
285;25;33488;12;0.750588235;0.450588235;1103;0.46474359;106;37988;2.3;1.7;0
286;35;17166;19;0.764360962;0.987179487;1625;1;1340;2173;6;2.7;0
287;20;10101;10;0.60276568;0.911751679;2960;0.466765873;348;15617;4.3;3.3;0
288;74;38866;55;0.816524359;1;353;1;0;0;20.7;6;0
289;13;11044;5;0.735380117;1;15258;1;0;0;10;2.3;0
290;15;26147;10;0.601515152;0.403030303;3642;0.379398148;1;3649;7.7;4.3;0
291;201;14011;27;0.713923601;0.878806226;1548;0.727146042;1382;60077;12.7;5;1
292;202;30807;111;0.768512578;0.997190356;806;0.706140351;204;331;8;2.7;0
293;0;248;0;1;0;20642;0.558562276;12676;20556;6.3;2.7;0
294;2;1652;2;0.787878788;0.634199134;25353;0.644763932;12;20;7;4.3;0
295;986;51754;80;0.742024357;1;428;1;0;0;6;4;0
296;56;15420;18;0.672592593;0.969230769;6547;0.947957819;0;0;3;2.3;0
297;87;29607;116;0.729414916;0.950761528;17522;0.792813315;0;0;12.7;7.3;0
298;38;4910;15;0.723765432;0.825617284;2178;0.527584511;2399;24793;4.3;3.7;1
299;92;38532;124;0.887925243;1;16581;1;0;0;4.3;2.3;1
300;88;39163;85;0.714401173;0.949694573;8675;0.82625881;166;8334;14.3;10;0
301;156;33554;94;0.737750095;0.981615827;1783;0.60692951;0;0;5;1.7;0
302;22;17937;32;0.891050379;0.98214727;5158;0.758702076;1;5894;8.3;6;0
303;43;63263;26;0.761345654;0.87448127;7794;0.988095238;0;0;9;5.3;0
304;99;52930;33;0.805438842;0.85253268;5319;0.472906552;0;0;5.3;4;0
305;24;12034;22;0.584955752;0.930383481;1803;0.975757576;93;14036;6;3;0
306;798;137301;229;0.823807912;0.853804215;9361;0.793099049;1948;39259;5;2.3;1
307;109;14722;33;0.8830457;1;9983;0.871023102;0;0;7;2.3;0
308;56;22645;11;0.776180458;0.982000935;1553;0.986666667;0;0;7.3;2.7;0
309;27;17706;21;0.88084107;0.976162648;1558;0.956349206;275;446;3.7;2;0
310;101;24552;91;0.821969793;0.909883257;2761;0.921975856;37;60;3.3;2;0
311;22;8959;6;0.610658622;0.828456511;3768;0.468147964;2698;72879;5;4.3;0
312;1;6439;8;0.721014493;0.492149759;9377;0.255566198;1877;3043;10;5;0
313;93;26736;21;0.776087119;0.960319236;8078;0.683672014;568;34653;13.7;7.3;0
314;61;15660;44;0.773032747;0.981907788;11528;0.832198194;872;10810;11.7;7.3;0
315;38;19387;36;0.773230896;0.984340045;1622;0.953968254;37;60;2.7;1.3;1
316;9;18621;11;0.84334508;0.683102919;2633;0.98989899;0;0;2;1;1
317;2;7237;3;0.375;0.9375;2492;1;1633;71036;5.7;3.3;0
318;28;19721;35;0.758869996;0.960257335;7489;0.86348161;0;0;2;1.7;0
319;75;55309;90;0.820991165;0.949460721;4203;1;0;0;4;2.7;1
320;8;11283;3;0.952380952;0.288961039;1267;0.130252101;0;0;2;1.7;0
321;7;5230;5;0.879120879;0.807539683;2644;0.657287157;2279;31889;4;2.7;0
322;24;14708;16;0.653397566;1;550;1;0;0;2.7;1.3;0
323;117;35811;49;0.880697774;1;967;1;0;0;5;4;0
324;178;53626;48;0.792389595;0.916737245;4622;0.809676435;36;5509;23.7;10.7;0
325;96;30277;25;0.701476468;0.843210144;23514;0.768302008;0;0;10.3;2.3;0
326;112;74538;56;0.6590525;0.794293992;16986;0.88077883;5066;41974;7.3;3;1
327;0;1038;1;0.666666667;1;1981;0.526021711;1021;55317;2.3;2;0
328;167;34783;40;0.762550208;0.988009592;6078;0.974358974;0;0;3.3;2.3;1
329;216;22030;89;0.784527347;0.99713877;2181;1;0;0;5.3;2.3;0
330;103;56458;75;0.747880859;0.992145607;20650;0.997864785;0;0;4.7;2;0
331;3;6791;5;0.69534632;0.70508658;1061;0.577167019;600;23377;1.3;1.7;0
332;60;14360;14;0.857129128;0.827278668;1058;0.398989899;1847;40438;2.7;1.3;1
333;30;29149;39;0.831323763;0.994252874;3467;0.96;284;460;7;4.3;0
334;18;38338;33;0.767661104;0.873151498;10228;0.618308821;5;1393;13.7;4.3;0
335;27;26072;18;0.838651531;0.84253182;11594;0.979106957;12;20;5.3;2;0
336;9;14540;16;0.81360487;0.955985422;5761;0.964930271;12;20;3.3;2.3;0
