ID;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;Y
43490;53;67748;59;0.743833909;0.994490358;24772;0.992025518;0;0;19.3;13.3;0
43491;87;38421;50;0.785931993;0.910632297;1639;0.962962963;1270;2060;3;2;1
43492;377;47251;160;0.725192852;0.972015711;18106;0.944239973;0;0;9;2.3;1
43493;99;20699;15;0.670099161;0.83641269;275;0.416666667;1;780;7;2.7;0
43494;7;18037;8;0.735852452;0.965811966;2500;1;507;111591;11;6.3;0
43495;124;73594;115;0.835522765;1;11979;0.916557797;12;20;24.3;7;0
43496;51;35658;12;0.80982906;1;8750;1;0;0;6.3;2;1
43497;385;37567;103;0.78817527;0.997278912;1422;0.980392157;4;0;9.3;3.7;0
43498;7;3421;2;0.904761905;0.567460318;353;0.857142857;4668;67214;1.3;1;1
43499;326;13220;22;0.826976778;0.937213404;7508;0.466374802;1193;44664;6.7;4;0
43500;11;16221;17;0.687229437;0.853138528;33042;0.564078541;1;2360;10.7;6.7;0
43501;38;28339;11;0.74793956;0.991452992;17826;0.998805257;0;0;16.3;9.7;0
43502;7;19449;15;0.705928075;0.509520739;4294;0.297883065;920;67290;4;1.7;1
43503;26;31283;21;0.712609204;0.976587302;2586;0.622145988;276;14519;5.7;3;1
43504;52;55922;93;0.714211775;0.894625303;6606;0.954787234;96;10833;2;2;0
43505;0;0;0;0;0;5213;0.097049689;973;72011;2.7;2.7;0
43506;1;1865;1;1;0.333333333;944;0.748015873;31;20000;1;0.7;0
43507;30;22860;21;0.738765432;0.731753086;6031;0.565539112;0;0;5.7;4;0
43508;10;9226;9;1;0.983333333;803;0.882051282;587;45154;3.3;2.3;1
43509;370;7087;29;0.727860351;0.997863248;3504;0.965653153;8;10880;9.3;4.7;0
43510;12;14317;13;0.732172537;0.889518263;8425;0.671445738;12;20;7.7;2.3;0
43511;5;9481;4;0.820419103;0.908382066;531;0.822222222;3066;33841;1.7;1.3;0
43512;116;16592;17;0.891605392;0.994791667;3181;0.942857143;1;2391;3;1.7;1
43513;69;27482;24;0.731236897;0.986111111;3592;0.792261905;0;0;2.3;2;1
43514;336;45428;37;0.711410084;0.98892922;92;0.043816544;0;0;6.3;4;0
43515;170;55692;78;0.742683638;0.988487302;46;1;0;0;8.7;2.7;0
43516;97;42747;27;0.746966141;0.880444218;92;1;0;0;6.3;3.7;0
43517;24;1882;1;0.5;1;825;1;2985;22500;1;1.7;0
43518;383;71091;118;0.679518489;0.909658225;7336;0.509629844;148;240;20.7;11.3;1
43519;6;6127;4;0.797720798;1;1336;1;32;22910;8;2.7;0
43520;0;1122;3;0.642857143;1;8119;0.998924731;448;27808;8.3;4;0
43521;228;14120;153;0.687527489;0.979145326;9550;0.54945055;0;0;9.3;4.7;0
43522;33;21511;25;0.895569645;1;2894;0.902014652;12;20;2;1.7;1
43523;107;36218;54;0.730202807;0.843101767;0;0;78;8333;0.3;0.3;0
43524;104;28643;19;0.801692362;0.944914053;1497;0.814197531;85;3849;8.7;4.3;0
43525;37;24750;35;0.805355027;0.733721028;18856;0.633225152;1;3657;8.3;4.3;0
43526;1;2246;2;0.722222222;0.888888889;6138;0.988088486;759;46205;4.7;4;0
43527;101;20339;23;0.78124015;0.944407784;5347;0.722730614;0;0;6.7;3.7;0
43528;135;33387;35;0.773892774;0.967132867;13811;0.785451089;0;0;2;1.3;1
43529;126;60714;21;0.717843615;0.848308983;11989;0.675294118;0;0;8.7;3.7;0
43530;4;6544;8;0.735380117;0.460526316;12789;0.886864668;2055;3333;4;2.3;0
43531;75;12213;18;0.8374943;1;6312;0.925694444;127;3560;4;2.3;1
43532;1106;47064;366;0.797947488;0.999663979;4808;0.939712193;0;0;2.3;2;0
43533;3;7727;4;0.686868687;0.761904762;7311;0.770334511;0;0;4;2.3;0
43534;49;30727;19;0.629118314;0.947912498;711;0.825;0;0;3;1.7;0
43535;101;48679;31;0.738280395;0.794244138;13933;0.54788733;0;0;10.3;4;0
43536;153;135281;67;0.727288614;0.995061728;8019;1;0;0;6.3;4.7;1
43537;100;47208;51;0.914124861;0.958489675;3964;0.65213538;1494;31940;4.3;2;1
43538;189;28909;98;0.762610701;0.994438786;1178;0.258934373;0;0;9;4.7;0
43539;13;13806;9;0.600296443;0.986111111;7119;0.989071038;640;25836;4.7;3.3;0
43540;27;28551;36;0.828528013;0.996825397;8725;1;123;6528;10;7.7;0
43541;36;78876;29;0.688430518;1;20225;0.998778999;0;0;13;6.7;0
43542;8;9580;14;0.803844901;0.655066797;12483;0.628247204;10;5467;8.3;5;0
43543;10;5049;8;0.834761905;0.963809524;1045;0.792857143;2294;34281;4.7;4;0
43544;29;52526;25;0.730357765;0.559561129;11083;0.398219883;1;3232;5.7;3.7;0
43545;163;57539;158;0.914128098;0.961822781;3636;0.582303715;0;0;8;3.3;1
43546;59;19717;39;0.753892886;0.924712644;4456;0.954425204;1688;2737;8;3.7;0
43547;9;6698;10;0.646520147;0.961538462;16448;0.872915162;0;0;10.7;4.7;0
43548;332;31596;35;0.821746032;0.940634921;4650;0.548508596;0;0;5.7;3.3;1
43549;689;62828;427;0.743041477;0.997456101;10733;0.993735492;0;0;9.3;3.7;0
43550;159;46299;149;0.765633837;0.996684687;3917;0.535406209;0;0;7;4.3;0
43551;22;13345;40;0.757662783;0.996884735;12612;0.983448237;11;8370;16;3.7;0
43552;56;32901;24;0.701541436;0.754055255;2114;0.89335512;494;9672;4.7;2.7;1
43553;8;6720;5;0.634310134;0.982905983;1828;0.890648567;359;36764;4.3;2.3;1
43554;19;11746;5;0.673060529;1;18464;1;107;38996;13;9.3;0
43555;86;2140;82;0.682992001;0.984586342;768;0.960021755;959;30524;8.7;4.7;0
43556;55;18061;6;0.708159287;0.745892509;1186;0.521428571;63;5951;3;1.3;1
43557;36;13187;35;0.910790729;0.971595092;853;0.766666667;1294;24023;3;3;1
43558;24;8225;16;0.903373756;1;1042;1;8318;145089;5;2.3;1
43559;118;93144;69;0.676377583;0.935372177;31978;0.657148818;0;0;17.7;5.7;0
43560;77;30671;54;0.84650872;0.996376812;2725;1;5045;62021;10;6;0
43561;134;7104;9;0.916666667;1;14244;0.996099707;24;5583;6;3.3;1
43562;126;28808;63;0.707081026;0.939402868;3569;0.806402439;0;0;6.3;3.3;0
43563;14;20947;14;0.725274725;0.876373626;13358;0.885278818;0;0;2.3;1.3;0
43564;37;33059;71;0.787130848;0.928644021;20792;0.697082332;19279;31264;8.7;3.3;1
43565;132;23593;35;0.758071597;1;6347;0.987278409;0;0;6.7;4.3;0
43566;21;10231;30;0.657465966;0.940677966;27300;0.851094734;0;0;11;4.7;0
43567;163;28888;51;0.792249709;0.990525571;3525;0.563321555;0;0;6.3;3;0
43568;53;12945;17;0.824517551;0.987421384;1886;0.738095238;0;0;4.7;1.7;0
43569;31;21241;24;0.81154239;0.951515152;1139;0.922222222;19;30;6.3;4;0
43570;13;12658;17;0.770465329;0.956012458;8386;0.894895145;12;20;6.3;1.3;0
43571;14;30831;20;0.797011785;0.879124579;1514;0.659041394;462;14333;3;1.3;0
43572;457;34343;102;0.825796793;0.999514091;1933;1;0;0;8;5.7;0
43573;0;713;2;0.571428571;1;650;0;1422;52393;0.3;0;0
43574;3;833;0;1;0;413;0.325;1108;47225;5.7;4.7;0
43575;25;10720;16;0.804563492;1;3794;0.984848485;171;5328;2.3;1.7;0
43576;26;27843;79;0.824723273;0.560942973;2117;0.501767239;2514;40664;7.3;2;0
43577;32;1678;6;0.845290512;1;639;1;1950;35433;9.7;4.7;0
43578;4;12495;9;0.701787613;0.820972887;11053;0.717567441;0;0;5.3;3;0
43579;28;24212;25;0.749814014;0.853961259;158;0.833333333;0;0;5.3;1.7;0
43580;9;16858;11;0.690909091;0.97979798;3522;0.598743845;1801;2920;2.3;1.3;0
43581;10;20004;16;0.6885526;0.995305164;500;0.367787115;2;4858;6.3;3;0
43582;24;38378;36;0.740224754;0.501636905;20267;0.559117483;0;0;14.3;7;0
43583;131;43737;32;0.885216334;0.855486374;8678;0.389277095;486;39929;3.3;1.7;0
43584;22;7419;14;0.697994988;0.975511696;383;0;3;16687;3.3;2;0
43585;62;33065;41;0.681899953;0.966637681;1231;0.947222222;37;60;8.7;4.7;0
43586;1;1363;2;0.678571429;0.904761905;3225;0.319444444;1413;29912;1.7;1.7;0
43587;17;34932;14;0.766342892;0.616455956;3997;0.538874965;0;0;4.7;3;0
43588;281;50419;92;0.73781974;0.998727735;1767;1;0;0;15.7;8.7;0
43589;79;27972;23;0.84969303;0.740339473;9767;0.713220656;0;0;8.3;3;0
43590;44;66223;47;0.689818554;0.695238608;17575;0.396310004;0;0;5.3;3.3;0
43591;38;22347;25;0.685453451;0.952427769;942;0.633333333;1;4743;13.7;5.3;0
43592;12;9811;18;0.681114041;0.962632493;6786;0.874933505;5852;9490;7.3;2.7;1
43593;47;30238;12;0.789736445;0.65569488;867;0.7875;0;0;2.7;1;0
43594;297;74594;58;0.747252353;0.997777778;2411;0.450633832;12;20;2.3;1.3;0
43595;387;67187;145;0.708524087;0.99847793;1042;0.952380952;25;40;15.7;6;0
43596;46;24540;82;0.73748157;0.91057195;9069;0.811286809;1761;13770;6.7;3;0
43597;22;15072;6;0.7063689;0.610421836;4564;0.553321264;2;6728;11;5;0
43598;107;6597;34;0.711137638;1;8214;0.9932861;1470;17772;6;5.3;0
43599;1;1717;1;0.833333333;1;1044;0.666666667;1336;71560;10.7;7;0
43600;79;28325;32;0.766448519;0.985146547;23617;0.980254588;885;33334;6.3;5.3;1
43601;6;24143;19;0.648240166;0.572612412;4675;0.177170868;0;0;9;2.7;0
43602;17;3114;0;1;1;0;0;370;28025;1.3;1;0
43603;22;7441;5;0.817901235;0.958333333;1472;0.765686275;2002;28334;4.3;2.3;1
43604;9;11885;5;0.917777778;0.736666667;1081;0.691176471;425;15467;1.3;1;0
43605;33;18140;10;0.67467582;0.733695652;3636;0.697692652;1902;56255;4;3;1
43606;235;31208;114;0.764068195;0.99691358;856;1;0;0;6;3.3;0
43607;52;21035;15;0.722941152;0.946939483;1514;0.545098039;184;7907;6.3;3.7;0
43608;191;26393;48;0.732186374;0.922565406;16352;0.84445361;3131;5078;9.3;3.7;0
43609;15;13675;16;0.753028609;0.850689591;1119;0.875;732;31667;2.3;2.7;0
43610;42;40163;39;0.835826211;0.878552004;7150;0.645420054;0;0;11.7;2.7;0
43611;39;18308;4;0.739961014;0.931578947;3147;0.914141414;0;0;2.3;1.3;0
43612;38;38098;22;0.728189002;0.977856874;6000;0.948925063;0;0;4;2;0
43613;1;770;1;0.9;1;254;0.666666667;1000;34121;2;1.7;0
43614;122;29814;30;0.743165829;0.996884735;6825;0.774095433;50;12906;13.3;9.3;0
43615;16;0;7;0.703296703;1;1183;0.981481963;625;50832;0.7;1;1
43616;2;2987;2;0.866666667;0.7;219;0.777777778;1438;42861;1.7;2;0
43617;17;27663;13;0.857272727;0.953737374;1558;1;114;14965;7;4;0
43618;31;19366;14;0.640768588;0.968393205;4636;0.928675877;1859;41876;5.7;2.7;1
43619;28;26727;56;0.687516313;1;2004;1;0;0;2.3;1;0
43620;29;20095;9;0.808165691;0.789788643;2350;0.485628486;0;0;3.3;2.3;1
43621;25;14947;49;0.748546824;0.930047789;11069;0.683616817;12;20;4.7;2.7;0
43622;30;28705;33;0.691278571;0.847668665;13744;0.529884243;2229;41537;9;6.3;0
43623;43;9348;11;0.633720001;0.9594478;3208;0.309372798;15787;25601;10.7;5.3;0
43624;0;694;1;0.375;0.5;411;1;2264;33998;2;1.3;1
43625;277;40700;72;0.723252637;0.994967636;1117;0.910714286;1341;2175;14.7;3.3;0
43626;30;13452;26;0.746234822;0.897093898;4137;0.670781472;38;9293;4.7;3;0
43627;36;2835;5;0.555916306;1;30603;1;12;20;13.3;4;0
43628;34;17765;35;0.719389978;0.639309057;23248;0.914547396;0;0;11;4.7;0
43629;6;14035;18;0.702439024;0.579810298;17719;0.429323308;0;0;9.7;2.7;0
43630;73;25533;55;0.785532349;0.777480183;3050;0.633365822;0;0;2.3;2;0
43631;56;11041;16;0.784501764;0.960648148;1100;0.418831169;1466;53029;8;6;0
43632;212;29073;110;0.667695463;0.99708914;6136;0.974945534;0;0;17;4;0
43633;149;15427;17;0.654437751;0.968483936;4019;0.759673001;442;717;6.3;3;0
43634;38;55000;29;0.912033967;1;4889;1;12;20;4;3;1
43635;185;12322;9;0.501375642;0.992907801;1897;0.644511921;225;9955;5.3;3;0
43636;5;3197;3;0.891774892;1;2364;0.966666667;1906;17465;4;3;0
43637;227;32586;62;0.747904924;1;28859;0.962845118;0;0;17.3;4;0
43638;79;23806;13;0.567282735;0.912609063;11131;0.677539757;1;2815;12;6;1
43639;7;13374;9;0.795131846;0.890128465;4086;0.663686361;0;0;2.7;2.3;0
43640;32;70813;9;0.777852752;0.862123257;3921;0.891304348;899;27778;4;2.3;0
43641;257;29457;58;0.772569345;0.998505232;3072;0.569510861;25;40;9.3;4.3;0
43642;78;86286;168;0.754171135;0.596932041;15117;0.329834322;461;22223;25.7;19;0
43643;7;16149;6;0.751382532;0.580329901;3972;0.509273183;0;0;2;1.3;1
43644;1;2717;1;0.8;0.866666667;247;0.766666667;657;25275;2.7;1.7;0
43645;108;15308;32;0.733125;1;1514;1;775;43204;2.7;3;0
43646;518;57036;49;0.725021336;1;8122;0.760037541;0;0;19.3;8;0
43647;173;32899;88;0.728643113;0.946072709;18283;0.823789588;0;0;8;4.7;0
43648;1;1821;3;0.691798942;0.693121693;31331;0.7102138;1;17414;5;3.7;1
43649;27;7294;6;0.746212121;0.989583333;9764;0.783206419;169;7959;5.3;4.7;0
43650;18;57911;23;0.738710509;0.371347518;608;0.6875;0;0;9.3;4.3;0
43651;65;3575;7;0.436070261;1;7247;0.997126437;883;33334;7.3;3.7;0
43652;43;12133;13;0.758333333;0.925;23936;0.771683496;157;5568;13.7;7.3;0
43653;148;18351;55;0.798896219;0.998412698;6314;0.980485862;0;0;8.3;2.7;0
43654;133;21994;57;0.761101902;0.935075483;13322;0.580090093;1286;2085;8;5;1
43655;44;7049;8;0.547898338;1;2094;1;34;11741;8.7;2.3;0
43656;103;37891;133;0.724141966;0.978699617;517;0.051361173;12;20;19.7;6;0
43657;1;838;2;1;0.958333333;92;1;634;32112;1.7;1.7;0
43658;21;22110;15;0.732029727;1;6908;0.990793651;542;16667;2;2;1
43659;151;48728;62;0.779760693;0.915743521;2581;0.840427928;0;0;8.3;6;0
43660;11;7718;11;0.419276921;0.982000935;3378;0.862997658;176;7938;3;1.3;1
43661;19;39923;22;0.751456861;0.471890111;1353;0.783298827;613;21111;1.7;1;1
43662;12;615;13;0.766767049;0.918439049;3633;0.826674234;2411;28762;4;4.3;1
43663;167;14051;15;0.822533788;0.951465202;431;0.75;810;18798;2;1;0
43664;56;6860;24;0.749806427;0.993902439;2864;0.938109162;113;11366;4;3.3;0
43665;16;14917;16;0.852648172;0.993589744;7289;0.956146437;1381;56553;2.3;1.7;1
43666;745;24753;68;0.699185019;1;2533;0.840320911;79;1667;10.7;6;0
43667;52;35590;18;0.783132338;0.87476013;7986;0.751452232;0;0;4.3;4;1
43668;272;32961;62;0.767053579;1;861;1;20;33;10.3;5.3;0
43669;114;28871;80;0.81498779;0.941351241;9561;0.880088041;248;8334;3;2.3;0
43670;39;39476;17;0.735478711;0.929292929;0;0;0;0;6.3;6.7;0
43671;40;17315;6;0.272413793;1;1886;0.984126984;1;9743;2;1;0
43672;72;49903;40;0.723758771;0.959827693;1422;0.948717949;25;40;5;3.7;0
43673;3;5020;4;0.576719577;0.571428571;12458;0.52968923;0;0;5;2.7;0
43674;150;64505;54;0.825186306;0.873913067;7689;0.725411395;0;0;2.3;1.3;0
43675;11;16765;22;0.72826087;0.873394991;5519;0.844546851;1580;45709;4.3;3.7;1
43676;6;11487;4;1;1;8065;0.689669997;439;29883;1.7;1.3;1
43677;4;4523;5;0.653703704;0.861111111;403;0.722222222;949;20552;3;1.7;0
43678;136;31423;72;0.696500754;0.998333333;8872;0.97286922;0;0;5.3;4;0
43679;502;33059;22;0.753554779;0.987878788;2808;0.403073916;12;20;6.3;2;1
43680;8;16386;18;0.614518639;0.505392105;15594;0.689168852;0;0;5.7;1;1
43681;224;21399;164;0.766802801;1;5688;0.999618612;0;0;10.3;2;0
43682;157;28317;41;0.838807425;0.939203109;9892;0.482338295;0;0;5.7;2.7;0
43683;199;15174;31;0.74043898;1;7703;0.925896238;402;21377;9.7;6;0
43684;167;33129;95;0.682549647;1;2753;1;204;330;9.7;6;0
43685;66;50233;42;0.733060368;0.981501312;19791;0.988635919;12;20;12.3;6;0
43686;22;28380;28;0.702614288;0.965811966;739;0.905172414;0;0;7.3;3.3;0
43687;49;23497;34;0.853668558;1;3631;0.676406588;0;0;8.3;3.3;0
43688;73;34537;22;0.804728284;0.894993582;2019;0.628559918;0;0;4.7;2.3;0
43689;11;11741;7;0.676328502;0.393816425;1175;0.271929825;548;21128;3;2.3;0
43690;8;4908;4;0.769230769;1;367;1;425;21667;0.3;0.3;0
43691;8;4168;5;0.831944444;0.927777778;200;0.666666667;8519;41346;2;1.7;1
43692;7;11871;17;0.768298368;0.894483295;9997;0.758814148;12;20;6.3;3.7;0
43693;72;50256;63;0.801166197;0.703920742;991;0.803703704;41;67;7.7;3.3;0
43694;32;46006;21;0.739584225;0.564844679;8519;0.581695974;1824;58865;13.7;9;0
43695;58;11680;9;0.689393939;0.893939394;3014;0.459122807;715;1160;4.7;3;0
43696;58;6658;6;0.711111111;0.986111111;4161;0.819700461;615;23473;5.3;3.7;0
43697;82;20097;23;0.92173913;0.947826087;1700;0.37037037;21;5645;5.3;3;0
43698;144;20492;111;0.741792256;0.996625078;15956;0.978271036;0;0;22.3;6.3;0
43699;5;8644;12;0.725853132;0.993197279;1825;0.981481482;113;6893;3.3;3;0
43700;27;14954;10;0.760078497;0.672385758;8628;0.458020579;119;193;2.3;1.7;0
43701;7;23666;21;0.738540999;0.954426332;308;0.75;0;0;8.3;1.3;0
43702;20;3450;5;0.741071429;1;1567;0.722222222;2136;26658;2.7;2.3;0
43703;90;83281;39;0.717538865;0.807408013;8733;0.532695542;2;12377;17.3;9.7;1
43704;66;11531;51;0.829673203;1;2650;1;0;0;4.7;3.3;0
43705;32;27769;16;0.952350666;0.722801357;4508;0.357487923;1367;81687;8;3;1
43706;53;14641;19;0.726609412;0.988095238;3403;0.927927928;962;56411;18.3;12.3;0
43707;40;46732;49;0.797908612;0.813614164;21833;0.83266744;0;0;9;4.7;0
43708;19;10709;22;0.735;0.997222222;12478;0.999179124;0;0;6.3;5;1
43709;36;41023;71;0.756632022;0.962129404;29639;0.827746836;12;20;17.7;4.7;0
43710;25;16187;15;0.842956967;0.984848485;6342;0.858528877;0;0;4;1.7;0
43711;38;218;26;0.750950728;0.994708995;22113;0.999147099;0;0;10.7;4;0
43712;15;8606;12;0.711234503;0.945252365;1289;0.922558923;3393;35682;5;4.3;0
43713;110;7279;11;0.818220339;0.991666667;5008;0.868751445;642;25777;6.7;3;1
43714;1;2007;2;0.857142857;1;400;1;621;29283;2;1.3;0
43715;744;59797;89;0.809278387;0.999113475;138;1;151;8556;22.7;8;0
43716;121;18907;17;0.864539381;1;2367;1;2766;26067;6.3;2.7;1
43717;3;7561;10;0.702508961;0.933691756;1319;0.709829386;460;24191;2;1.7;0
43718;281;9138;15;0.859427609;1;183;1;7;3416;3.3;2.3;0
43719;51;15899;13;0.60487013;0.726767677;8186;0.418346335;0;0;7;4;0
43720;40;18418;17;0.782308905;0.972222222;2264;0.983739837;356;28310;5.3;5.7;1
43721;31;10716;30;0.915419501;0.96462585;2444;0.854166667;41;8228;3;2;0
43722;10;11914;9;0.909827761;0.582117528;3131;0.499822155;338;10729;5;3.7;0
43723;5;6934;9;0.745278876;0.716293369;504;0.8125;1764;34384;2.3;1.7;0
43724;12;12015;20;0.810424924;0.829774539;8211;0.886156949;19;30;3.7;2;0
43725;181;14307;9;0.676074332;0.991869919;2653;0.664102564;736;1193;5.3;2.3;0
43726;11;8159;10;0.719053935;0.934703802;2967;0.748575499;981;48386;7.3;3.3;0
43727;53;60632;31;0.76003988;0.971879972;20811;1;349;121309;8.3;7.3;0
43728;73;41760;78;0.805363104;0.889948209;6883;0.724267233;1;3950;7.3;4.7;1
43729;23;23457;10;0.875180375;0.551948052;108;1;0;0;4.3;1.7;0
43730;5;1850;1;0.25;1;2538;1;1801;54575;7;4;0
43731;0;0;0;0;0;92;0;3243;67748;3;2;0
43732;64;30600;13;0.685848634;0.971264368;1017;0.840277778;852;49304;9.7;6.3;0
43733;141;74224;140;0.769014387;0.832205328;1919;0.923076923;42;0;1.3;0.7;0
43734;35;25328;71;0.680015376;0.575948357;4256;0.384379085;1346;45146;8;5.7;0
43735;25;43509;27;0.700841751;0.887037037;3703;0.790624296;0;0;7;5;0
43736;336;113422;210;0.77480617;0.982351793;25922;0.849863789;25;40;6;2.7;0
43737;11;18820;12;0.746539961;0.845467836;11086;0.599211734;2202;33390;4.7;3;0
43738;51;23022;26;0.869353181;0.513112667;4539;0.634952637;3957;61520;3.7;2.3;1
43739;14;11087;13;0.719904358;0.799260723;15344;0.622060035;0;0;9.7;3.7;0
43740;15;43128;18;0.875105219;0.756448413;2394;0.683503836;737;31667;5.7;2.7;0
43741;6;3258;7;0.849206349;1;13111;0.992156863;2672;4333;5.3;3.7;0
43742;209;31985;82;0.807921867;0.993298536;6561;0.580505396;0;0;11.7;3.7;0
43743;672;39645;47;0.782737615;0.989277152;2492;0.492979243;0;0;5;3;0
43744;11;17121;10;0.660185185;0.756481482;15000;0.497119336;1268;68385;8.7;5;1
43745;10;13514;9;0.694179894;0.958730159;12339;0.991290491;28;3678;6.7;5.7;0
43746;4;4078;3;0.625757576;0.642424242;21672;0.712653904;12;20;7;3.3;0
43747;769;26992;102;0.693896407;1;5584;1;0;0;10.7;4;0
43748;4;2961;4;0.663299663;0.843434343;844;0.376923077;770;23264;2.3;1.7;1
43749;105;1497;15;0.754261299;1;364;0.185661765;307;23172;7.7;4;0
43750;0;0;0;0;0;325;1;1556;52339;2.7;1.3;0
43751;146;23550;27;0.742239727;0.996124031;5125;1;100;7571;10;8.7;0
43752;13;32149;20;0.77483165;0.936447811;325;0.75;0;0;5;2.3;0
43753;18;23465;25;0.790438015;0.880838888;11264;0.583882872;0;0;5.3;3;0
43754;379;96620;127;0.814019923;0.98293287;10042;0.810571381;0;0;17;7.7;0
43755;34;21856;9;0.551388889;1;4161;0.905068575;748;45868;4.3;4;0
43756;2;9785;5;0.8125;0.520833333;700;0.7;4;12382;1.7;1.7;0
43757;19;19173;16;0.81709482;0.939640769;4639;0.61641041;1127;1827;6.3;3.7;0
43758;63;25393;48;0.631910252;0.99277101;1916;0.954038881;6226;93028;10;7.3;0
43759;31;22975;29;0.710146605;0.993209877;3681;1;7057;11444;12;4.7;0
43760;26;49351;39;0.652958388;0.48185076;4661;0.199588477;2;6742;8.3;3;0
43761;122;33380;97;0.849101169;0.979126301;27278;0.984811999;272;3099;17.7;9.3;0
43762;1;1279;1;0.5;0.75;3050;0.617295598;1841;33333;3;2.7;0
43763;32;7538;7;0.925925926;1;1561;0.795454546;2602;4219;4.7;1.7;0
43764;27;14662;19;0.741807476;0.984126984;2386;0.872210953;1026;39311;3;1.3;1
43765;196;60606;116;0.70274377;0.998153625;7583;1;0;0;22;5.7;0
43766;332;39036;70;0.700318635;0.992831893;7733;0.980450913;239;15485;6;5.7;0
43767;87;14701;25;0.890864564;0.989159892;15856;0.983533913;1314;22298;11;8;1
43768;33;26858;30;0.670941291;0.868178507;265;0.666666667;0;0;7;1.3;0
43769;11;11068;14;0.709694989;1;12503;0.835335645;0;0;3.7;1.3;1
43770;5;4382;2;0.751984127;0.763888889;650;0.9;595;38259;1.7;1;0
43771;187;22204;103;0.717800657;0.9930137;22300;0.988161202;643;1043;16;7.7;0
43772;171;36193;21;0.74657789;0.992907801;30650;0.829067469;2437;45546;14;3.7;0
43773;532;78906;169;0.744121585;0.998744879;25869;0.813855044;363;7505;26.7;9;0
43774;12;29274;22;0.697939125;1;20904;1;492;798;16;6.7;0
43775;191;26929;41;0.701487186;1;7933;0.881082744;0;0;9.3;4;0
43776;9;13697;15;0.693923723;0.98064354;9141;0.807478633;12;20;3.7;1;0
43777;19;26158;40;0.799648814;0.895018798;3533;0.977716728;0;0;2.3;1.3;0
43778;96;12326;16;0.67449952;1;9601;0.998371745;490;40308;12.7;8;0
43779;42;17586;8;0.73659612;0.874162258;4911;0.953664553;2390;41172;4.3;3;0
43780;4;7619;5;0.825396825;0.812169312;1228;0.633838384;4121;56482;2.7;1.7;0
43781;45;24771;17;0.736816817;0.963963964;1728;0.633212805;148;9998;9;2.7;0
43782;21;13878;34;0.72997021;0.989241389;16064;0.987320527;111;180;11;5;0
43783;26;26477;40;0.71526334;1;22872;0.998647771;0;0;7.7;3.7;0
43784;662;80902;93;0.723523774;0.913787878;5800;0.227639807;210;340;24;8.3;0
43785;0;415;1;0.5;0.833333333;561;0.788888889;1815;25068;1.7;1.7;1
43786;297;19526;151;0.79979955;0.999314129;1600;1;1039;18239;3.7;2.7;1
43787;6;10304;9;0.614583333;0.989583333;11329;1;25;40;12;5;0
43788;66;28531;69;0.750811097;1;436;0.253832587;0;0;5.7;2.3;0
43789;151;55447;71;0.754329004;0.972744909;508;0.139955107;1;2780;15.3;8.7;0
43790;127;26779;90;0.942696387;0.997601919;1908;0.965517241;66;0;4.3;2.7;0
43791;40;28811;41;0.700916353;0.994328964;6342;1;245;21157;12;6.3;0
43792;11;6755;3;0.761616162;0.664646465;12036;0.602811357;769;12090;6.7;3.3;0
43793;150;56755;69;0.757601484;0.884891723;0;0;0;0;5.3;2.3;0
43794;31;11552;9;0.725;0.992592593;653;1;987;19962;4.3;3;0
43795;981;40036;58;0.687405673;0.969138694;5031;0.703111576;0;0;5.7;4;0
43796;31;23698;29;0.834266517;0.995271868;11144;0.976517501;0;0;6.3;3;0
43797;38;18366;11;0.791081871;0.935672515;1664;0.698470209;619;26389;2.7;3;0
43798;170;17440;42;0.714503086;0.897967941;5320;0.257095371;8361;13559;8;4.3;0
43799;20;24882;10;0.748442239;1;7314;0.945214206;863;39498;5.3;3.3;1
43800;123;37655;46;0.729363727;0.985324948;3694;0.992592593;12;2893;1.3;1;1
43801;68;84524;71;0.749408998;0.828671454;16186;0.527500837;0;0;15.3;4.3;0
43802;24;19865;25;0.875912409;0.678588808;333;0;466;25329;0.7;0.7;0
43803;62;102215;46;0.773996837;0.680893181;222;1;0;0;1.7;1.3;1
43804;2;1405;3;0.464285714;1;532;0.964285714;2809;117480;1.3;1;1
43805;23;18479;15;0.789880952;0.937698413;3039;0.963213213;520;843;2;2;0
43806;10;5096;5;0.723905724;0.865319865;342;0.805555556;0;0;1;0.7;1
43807;94;15370;53;0.72167691;0.738454154;3946;0.752755819;0;0;7.7;2.7;0
43808;36;20596;23;0.710404974;0.961689491;1867;0.954814815;1034;44722;2.3;2;1
43809;594;56512;167;0.751688347;1;3111;1;590;28754;4.3;2;0
43810;103;24315;25;0.696082013;0.937202615;1469;0.431746032;25;40;6.7;4;0
43811;0;376;0;1;1;0;0;487;40445;5.3;3.3;0
43812;50;13220;20;0.824539318;1;1175;0.912698413;52;7835;5.7;5;0
43813;145;32248;124;0.837430048;0.989284518;10447;0.762120724;0;0;6.3;3;0
43814;20;27106;32;0.812322786;0.980242918;19950;0.986463982;493;800;7.7;6;0
43815;361;21494;32;0.828150326;1;12008;0.94113708;0;0;10;3.7;0
43816;1;1697;3;0.685714286;0.476190476;1617;0.72340333;3269;23268;1.7;1;0
43817;5;5529;5;0.655555556;0.927777778;697;0.966666667;3084;43126;4.3;5;0
