provinsi;Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib;Angkutan Darat;Angkutan Laut ;Angkutan Rel ;Angkutan Sungai Danau dan Penyeberangan;Angkutan Udara;Asuransi dan Dana Pensiun;Industri Alat Angkutan;Industri Barang Galian bukan Logam;Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik;Industri Batubara dan Pengilangan Migas;Industri Furnitur;Industri Karet, Barang dari Karet dan Plastik;Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ;Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ;Industri Kimia, Farmasi dan Obat Tradisional;Industri Kulit, Barang dari Kulit dan Alas Kaki ;Industri Logam Dasar ;Industri Makanan dan Minuman ;Industri Mesin dan Perlengkapan YTDL;Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Industri Pengolahan Tembakau;Industri Tekstil dan Pakaian Jadi;Jasa Informasi dan Komunikasi;Jasa Kesehatan dan Kegiatan Sosial;Jasa Keuangan Lainnya;Jasa Lainnya;Jasa Pendidikan;Jasa Penunjang Keuangan;Jasa Perantara Keuangan Selain Bank Sentral;Jasa Pertanian dan Perburuan  ;Jasa Perusahaan;Kehutanan dan Penebangan Kayu;Ketenagalistrikan ;Konstruksi;Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang;Pengadaan Gas dan Produksi Es;Penyediaan Akomodasi ;Penyediaan Makan Minum;Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor;Perdagangan Mobil, Sepeda Motor dan Reparasinya;Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir;Perikanan ;Perkebunan Semusim dan Tahunan;Pertambangan Batubara dan Lignit;Pertambangan Bijih Logam;Pertambangan Minyak, Gas dan Panas Bumi;Pertambangan dan Penggalian Lainnya;Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya;Pertanian Tanaman Pangan ;Peternakan ;Real Estate
Jawa Timur;40460825.987724856;25286879.94671778;4909951.448789371;694742.4324243774;1155704.020346118;20105515.23178431;11810775.846361494;12185513.21416957;22645887.398243677;23959168.725512348;3085896.4806977375;16269599.097177517;19607439.92184251;26929374.787656296;23266509.40331724;65380012.98860402;7678006.951356539;14787386.865928942;133671768.36540413;1631289.4316627658;8913938.14095919;153576763.04057515;8390555.928449064;71655479.37209633;21271238.272875782;5381938.128543977;46918947.87195669;50985188.21138194;1484455.6276111216;41568867.361259945;2260735.2151747798;33010402.42317563;8774293.497358222;9443665.787482398;196365962.6812776;1914756.4467399474;3567738.4832583168;10336194.799170759;66495380.01290715;217832513.5192563;59945557.89656972;18703173.50416208;39493724.17002567;26828284.235351846;0.0;329648.9130081547;55911707.33466463;27089871.460590936;38259070.09598192;57688315.86156076;48000869.43303513;76185915.07955879
Kalimantan Barat;8387814.421051099;2887269.2938086265;297280.28981710714;0.0;726801.3775266;3389586.4536756743;665910.8837500864;213035.08737414045;214583.38336108968;538399.1586549294;0.0;151975.28701188575;950203.431186906;1575393.7196971483;44146.18343634557;59402.62440292737;64925.29906327457;180617.93486259828;16177125.318748299;47579.77877300872;48009.6058327865;0.0;66448.12677753116;5232850.769675998;1644114.8144025928;605172.9833168777;2400683.7964987354;5363422.612119281;385445.629191706;4354834.594516783;450022.20081542985;1189805.8426432246;1727041.564602567;630440.7037744904;6798365.633769129;302304.54033129127;14401.835778854409;861909.2488555366;3829857.3368751495;12936005.213134475;5999676.391656662;801733.2471790971;3525468.834143731;16853857.571122773;5412.970227326454;1924271.0209779348;0.0;1898061.4641948163;2040476.4323635935;2267285.757809089;4022268.990235275;6349511.730438165
Kalimantan Selatan;7854345.724670779;3307709.7093349854;1751710.3673439526;0.0;415617.9500961069;2158906.470812387;696639.1316442318;160557.55116624947;1911533.2813631746;104257.87937361599;0.0;206766.29334354098;1654802.4635090677;2193466.635828866;73113.44791178613;377768.7836867077;1987.674151746996;0.0;10961564.07727243;14887.963670479692;183067.80789358894;0.0;83222.2062572628;5571708.7557330355;2168400.4663284225;543643.9440051074;2781511.27778085;5020915.7680694545;93104.85714392911;3801170.9250458214;491622.6630062445;4096191.267645744;808044.4251728026;691578.7421212061;10318563.158226952;338816.3681897254;21105.93518239723;818427.0828691315;3221256.4314147984;12918734.298060052;2516972.7944399677;1128195.30473353;6149801.119750302;6581595.626960199;40655343.66194843;675757.143330875;646837.7448931001;987789.2203042147;792407.3470726346;6248831.175866908;3799598.0404500617;5271282.276385205
Kalimantan Tengah;5916574.366847563;4756483.434823647;1394471.2106833109;0.0;1217228.400652406;1486094.239065252;467834.567218457;194603.15825088057;219699.45429069095;190865.24160671036;0.0;203418.49001252008;733218.8121840253;605851.2197999274;59102.03640727974;755013.9358343539;37397.17243850906;71763.583822571;17538624.601271883;54215.37465738043;160825.1661407528;0.0;36740.217786266665;2057990.7668019044;901718.6816543475;362441.55089614354;1753277.7715603784;4054515.060656813;18860.655813434954;2143653.1421943964;529959.9768154261;831840.2423241031;3474144.4375441684;244636.48355407405;8374952.203550653;309598.22708890977;4164.293265253738;392367.44394983025;2195656.475299856;11152353.562581575;773341.6565525488;838214.4926814068;2889470.367284162;18674300.598805033;7046473.695154521;1899361.786671834;282377.71519228694;1128542.2435726994;767298.8904796956;2006772.4733890034;1305475.949367703;3866570.2739473614
Kalimantan Timur;7892777.946456987;3207505.8453710005;2429445.0845878622;0.0;1186168.1522595806;6771574.261855266;1267717.3086035873;1282732.160657697;768445.443671312;582954.2273013578;65964199.34610222;451447.9701244915;99797.69681323366;2552516.7075077174;936200.3450462096;16406380.147487564;37633.43008674459;0.0;7481143.560465542;245304.03813880926;1026661.1519609429;0.0;55359.9970241561;8054618.699485041;2605202.5410096543;1316096.1566675822;3458922.3515752004;6488152.984601928;13768.1102938169;5768450.966189544;274008.22868856025;4273276.140206693;7610390.430671645;823188.1241762686;36535778.41514969;385337.2236559349;4464.46630807029;1026549.9040202631;4899122.981707181;23596860.52711597;4261995.912702583;6140747.274131819;6939145.996325328;18321637.067442924;143306632.09895465;372810.72754118673;52959647.65178099;17636059.587093446;1666162.1633669415;962553.6169748679;3861988.711323295;7823664.979580425
Kalimantan Utara;2988277.7269627578;580970.1907583947;1699111.7207196518;0.0;214210.28261186625;994645.9711264555;103218.6817944139;2193175.19684386;142921.22203881506;81069.76922232633;0.0;479055.4891684295;2075.2161209882934;2007472.1525592457;40491.622561213226;3706.0095649116415;121860.7451600435;0.0;5074615.308102734;17036.2104166262;46583.95441736431;0.0;3606.1049157403354;1511405.792236146;421231.0880219319;220014.63744620426;898599.2740409297;878470.4991381385;42800.69652412342;728036.8906729803;39351.45876513271;765045.3889443758;3201190.91802797;152165.37864528244;6673794.070188837;27545.136529649695;6875.702211906023;262292.7624298954;806795.1193052641;5793318.800545297;507467.4336405372;635606.6389422166;5507763.288891149;1931240.2891030284;10390480.759216838;743457.0296532058;1475376.729032022;1397637.2917893357;917310.7790134388;249304.46818091805;100948.53913113094;1047041.3670707844
Kep. Bangka Belitung;3000124.1405389546;1058707.5118527308;537559.6671824983;0.0;34638.05186349788;1384612.9870101698;150890.41811406647;118042.91631423695;806555.0047398661;140061.59095031067;0.0;57686.17346208038;363231.22553112824;273959.45797705726;50820.12803617833;29403.980738565195;0.0;6889180.609905917;4150328.9582984443;0.0;29602.98120807026;0.0;36316.51072960519;951734.2273934644;782668.6687253345;185763.24209176985;583425.6483388555;1379803.8222969999;1993.3788005654758;1069867.4756738527;139759.47560629537;333298.2620239794;245389.36287848983;228573.03610430745;5913002.393188644;42799.91229027331;8982.968646835649;110819.63400779405;1575645.8656217498;7231147.082442476;1544709.761108713;376357.32991617627;4594319.191006716;6692214.498152079;0.0;5702946.172769076;488732.2299236742;2193916.9297581445;969564.387959163;221430.86530131949;696079.9984042166;2065098.1530074796
Kep. Riau;4502141.430932414;1251489.0141520353;2075157.1126848042;0.0;127999.79373949497;6488871.535432608;1422944.9341751928;7973366.353714085;728836.9937061263;24496049.03118338;1174086.9637569934;350203.73922534136;1602166.697843889;126045.61159436182;745443.2821232022;6724789.07437985;550842.1466414706;4620335.077538056;7985178.63067483;5896238.7373798285;3978841.18395588;656098.2784082097;1525302.0567301672;4529309.688458364;1067454.260608279;201259.05221674542;3081811.3681934546;2378384.4680293;585948.6273511163;3278669.042993087;50008.01491224575;2573947.0455161827;18833.05178562592;831845.8295539133;36555893.79255215;430148.0527106595;2092067.3029205776;3503397.1724483627;5811628.276142376;15619650.512001956;4526517.685967582;763543.4345697854;5703512.025095935;975215.3915890479;0.0;875987.630909141;12601518.29567545;1236789.6377709294;737976.8677034873;43071.21338965408;1404157.8060507653;6245242.172400945
Lampung;9346451.212918648;9913991.974847957;1595968.9834721915;240594.33303926658;1332522.6720597667;1788916.2611790556;666150.509921362;2603789.6941956356;3086555.090616713;1279988.308313216;366513.7581775027;553816.3318636313;3103477.4916627165;2039111.5170993488;263941.37681508175;2140229.2867831206;253884.36222372705;1134428.0714761282;23763634.48104248;986801.1562405407;361770.75327625964;70831.11251198509;80166.58710240843;9878123.545330865;3191890.618728048;586938.5134902797;4749192.508017318;8274285.7671211595;46196.91610566594;5092185.006976187;1012529.5868136368;1733181.5561213756;1714458.8307341766;1065854.1270073417;25451214.49648341;313614.22492580116;284079.6252107699;296160.54137693346;5599683.120486547;25844459.246073674;6228288.605573729;1078016.5892194964;10615339.51686143;20065854.48500164;0.0;247406.17898787878;7699314.901598731;5656793.614525639;13915643.377260223;16491523.567620825;9216412.12371907;9296571.565680891
Maluku;5499578.71994435;594034.5484795865;570241.4899289468;0.0;483211.3831649695;1482259.603421732;152011.9434357634;237827.46903539725;69716.65791985983;37666.10398482069;0.0;177749.64176816307;9839.800449718981;209109.42297798517;10538.307746056347;1941.490602566873;0.0;174.18611188222502;1004062.1634308631;8722.722897046226;90738.94375423565;0.0;3968.428909154033;1666254.317471442;605482.1808395133;105180.3547717828;1086611.6907317454;2906459.246097105;5027.536563241825;1105627.5853979564;67055.05149975243;327619.6613811348;343038.5876084783;220234.7903435142;2712424.535994278;64347.87551590635;10365.853111322587;409515.6871782312;737330.5492574412;2592619.9129241076;1861755.3856281661;312996.9119706297;8081807.315163853;1894004.2111509775;0.0;1269443.1910640511;719528.2877630722;18217.909522292215;1292368.7175835143;1110766.6040842845;92778.47865109629;2078566.022617719
Maluku Utara;3574652.946706903;966727.4106714273;494146.807627308;0.0;328982.3095320505;1005335.5281386811;65539.24028747583;78896.96410016203;37890.262638440676;38893.6200617398;0.0;108675.13678529821;122.53030666730922;402452.01288346684;13335.815602596133;448.7604651220281;0.0;146766.62842437427;597456.7411014654;9320.240823286744;11156.722319377795;0.0;22041.395992550802;1188746.3673244612;536734.8442891489;215955.03604750815;865522.9673587683;1816060.7735301931;1643.488388462388;880964.0555937754;103425.26077264782;198663.86526679358;259194.08152263294;61974.611668039804;2277628.2246153983;131370.91731982236;4228.560289688576;142957.34344563071;311077.1941376365;3744448.114333367;151769.51767794715;158336.73165276897;2963678.8212707327;3679038.3451235825;0.0;2668964.561861726;0.0;157137.24405574164;422156.19279186067;394291.40632500604;228359.15096355346;1364724.5730316658
Nusa Tenggara Barat;5800931.203028923;3853271.015320153;1106526.2502519274;0.0;482554.31280287413;2525034.5688250973;255499.89346149363;80758.19981666656;693443.390351869;171746.62687806276;0.0;438828.4686261376;4761.869909138739;750617.4275003306;87487.18487591732;32379.433076554513;6135.18841741211;142049.5565514413;2767150.7630877867;14275.450712998796;175264.96208477824;530899.2495773357;586817.6208927677;2218254.54333621;1734841.2034015302;612012.4604460632;2124170.999166242;6143050.618422414;4594.431380470985;3058828.6764928894;389504.87885415775;1508644.7039485576;293201.34561037715;455235.2941285259;11394175.347821556;190456.66326312718;2850.3304609578504;1629023.5173460972;2570302.673244493;9339830.232736645;3118952.518775407;843246.7068908771;5565318.550215915;1691855.6025316417;0.0;16699371.966605447;0.0;4000950.8641687646;7329254.1629347745;9078556.555862185;2695619.0600734623;6107352.537314099
Nusa Tenggara Timur;9340850.772362582;2836677.855418073;346817.2376873364;0.0;336221.8713704371;2624626.504844243;102265.7372557773;15133.653178650655;213570.65905756035;67530.49631919054;0.0;352986.16425124614;112.70808072421183;234623.37690601597;31821.177363468243;4062.5686612408826;2023.3881692676086;0.0;2449175.8848547544;0.0;121044.20930579896;4890.811305716226;332765.09153144865;4246851.833222548;1788381.7096151023;486979.92352856626;2599566.7557742083;7341826.798232833;13919.759235914273;2892795.081509266;292322.68243797193;447605.66976357915;22425.422415703895;240275.7333234456;8019324.815975139;88288.41225777195;5144.730195913355;471496.15566759254;1198240.8463504084;7427178.172515654;2203168.3549097376;487170.5781318612;7261196.926158336;2358278.298447472;0.0;4629.991705205692;20838.279699224764;1137238.3293306218;2243345.3748903056;5109028.236392262;3870484.4816463846;4934622.804303801
Papua;14775106.184411857;4497381.455535644;1107069.7399759488;0.0;307002.11104476394;4864903.977877921;270888.27035163797;30461.23039519081;54258.553751379484;11911.077856449201;0.0;390758.2703224641;2887.550380042127;999292.7670128156;63196.02102807642;2831.640786279091;4708.539994810776;0.0;1153324.4451808063;0.0;94548.43595388303;0.0;93291.24303797197;4958502.007851386;1838407.9133637596;342487.834341035;2839379.4995557675;4094046.5345734316;4247.412661868993;2409831.3806110164;148432.30819505226;1968670.9306575041;1514925.7056391386;259721.23086127968;17588755.0727339;106157.15844579418;3754.4872309033;834558.3014915131;591607.8570104055;11874484.329060176;2216173.042305711;1725546.9462913326;6441562.356630091;2083113.646919313;0.0;37552187.40534397;0.0;2626113.215341678;1201722.3670833823;3723271.4521032586;2467744.3952748715;6224853.149625064
Papua Barat;5323353.985196669;1092105.1660023013;333123.12615030387;0.0;36417.30782665172;1766957.9113971568;132366.73687601998;25379.94261596772;74836.58880682394;24940.38201057186;12911207.202753615;79050.70514670061;1322.8033897968012;681270.8310234637;24368.17605376615;2097.6178471919234;25653.473876823024;0.0;1019496.0136973851;0.0;88876.85008536004;0.0;4005.6318457896077;1426350.6835413752;567062.2663389774;117153.14235837372;563141.5706665303;1629207.238164564;14915.357021820453;1031852.431353497;30548.009289325408;657080.2358390221;1064061.8632687018;232453.0567544354;7086501.390796295;130602.9722745553;2975.6226486197547;275124.0379013538;633491.7330769779;4362426.881846044;620988.4250920628;186794.52246557802;3126753.1318529607;1177446.1898977265;0.0;1325.1191653255848;15423817.040222002;839234.7315341652;315216.1785012526;260229.8229753579;515562.6333402638;1923318.4138770315
Riau;9397751.880781898;4209930.301230384;1188995.655349283;0.0;348768.63976464333;2558272.567988657;1346047.692596438;140283.38394155126;792490.6966556722;414350.17881143314;46124911.57330059;762225.5351897405;1492034.0980856614;678214.8424303734;22071021.793195266;11281214.679260021;131201.12818821185;131108.3285991006;89660231.31456318;4800.817745074511;471788.39998794504;130.99176869765265;371033.639469195;12248323.110814152;5320870.953714814;562428.8675169415;7405056.461936712;9017460.45672045;176223.63409289607;5735597.141449728;1200283.1625107308;6043722.7086742;28011350.582617085;1118186.170620141;45776159.12241724;240979.4889616415;348478.90640414174;2596429.215329424;2942227.4608066934;56731720.78549717;8210324.511858157;1479761.7247703292;5985293.913626403;76591783.40025935;294276.5890477321;33209.676966588544;56475348.44409161;17327515.383657105;3058876.1100034965;1450291.1239398953;3001222.2172495266;10968652.156187039
Sulawesi Barat;2627361.4120290363;719791.7775849925;79541.55054745212;0.0;44291.75109360779;126620.87432245465;143258.28496289076;2914.5039168360727;120079.74588823713;101444.61579442621;0.0;5386.620860081977;335.8785507794573;12743.962813073258;4667.446516798521;2912.1569079196906;9.34357174634859;0.0;1753422.9512571523;0.0;61767.869559389226;0.0;32903.65504683267;1183460.6860837543;402993.8804864827;137652.83724088533;538756.52123429;1345474.3612549668;919.6615271044963;713194.5526902048;106422.5952712515;192172.93197866605;285211.88891596143;21282.804768362133;1773275.164868347;329721.1614548984;12674.016111183366;78870.90209807041;283287.1827305443;3353710.309101782;519062.1838414938;44337.90688205021;4256607.888467953;5812179.577706002;0.0;0.0;0.0;923573.3947773806;887509.920005842;1472891.2936654394;1033940.4090321708;1048019.4170507569
Sulawesi Selatan;14205916.31164814;8815838.692012599;1984725.5371436183;0.0;419943.63088245754;9455533.025051313;1693181.888837716;119447.90068936076;21530762.500426445;717167.2401612066;0.0;868616.6473877116;102729.45984300254;921148.8601383398;316865.48284595786;181093.37005268296;21216.122155462006;2100812.811136784;28478188.15182645;932893.99224964;1399911.6586647034;52877.73742310734;1999389.3696333948;13352366.798472902;5308701.493902799;1711282.2880646582;7013579.002821449;16985149.446877927;479277.99789669673;10908295.266187564;1300668.0282140693;4227572.331115963;467312.0708984708;1040317.7092460245;45907259.55349293;544925.0931216105;104351.03378709589;1499828.0618193287;8339935.901749025;41380320.56238259;12746776.399691146;5907610.78854378;25305552.609146688;10738172.944657331;36762.84847976851;1022627.964634406;1019976.3674716186;8468823.752753489;6495683.491365675;23473662.08102494;7718915.171768352;14192630.739673387
