provinsi;Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib;Angkutan Darat;Angkutan Laut ;Angkutan Rel ;Angkutan Sungai Danau dan Penyeberangan;Angkutan Udara;Asuransi dan Dana Pensiun;Industri Alat Angkutan;Industri Barang Galian bukan Logam;Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik;Industri Batubara dan Pengilangan Migas;Industri Furnitur;Industri Karet, Barang dari Karet dan Plastik;Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ;Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ;Industri Kimia, Farmasi dan Obat Tradisional;Industri Kulit, Barang dari Kulit dan Alas Kaki ;Industri Logam Dasar ;Industri Makanan dan Minuman ;Industri Mesin dan Perlengkapan YTDL;Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Industri Pengolahan Tembakau;Industri Tekstil dan Pakaian Jadi;Jasa Informasi dan Komunikasi;Jasa Kesehatan dan Kegiatan Sosial;Jasa Keuangan Lainnya;Jasa Lainnya;Jasa Pendidikan;Jasa Penunjang Keuangan;Jasa Perantara Keuangan Selain Bank Sentral;Jasa Pertanian dan Perburuan  ;Jasa Perusahaan;Kehutanan dan Penebangan Kayu;Ketenagalistrikan ;Konstruksi;Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang;Pengadaan Gas dan Produksi Es;Penyediaan Akomodasi ;Penyediaan Makan Minum;Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor;Perdagangan Mobil, Sepeda Motor dan Reparasinya;Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir;Perikanan ;Perkebunan Semusim dan Tahunan;Pertambangan Batubara dan Lignit;Pertambangan Bijih Logam;Pertambangan Minyak, Gas dan Panas Bumi;Pertambangan dan Penggalian Lainnya;Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya;Pertanian Tanaman Pangan ;Peternakan ;Real Estate
Aceh;1.081619690478346;1.1496328317219273;1.2305855343607037;0.6134279960579166;1.1843553938501061;1.312438742581272;0.9314258309587451;1.2293128590975613;1.2673555543172108;1.1985872449166457;0.6134279960579166;1.158707331530486;1.0601437483319718;1.1064396489646808;1.206697355007329;1.1504482752576544;1.1766115913269286;1.1994047338540657;1.2386685555539128;1.2045622751671063;1.2550296072919873;0.9218213021194592;1.2894199092679435;0.957293940674711;1.1290400027339087;0.9455128631926969;0.9886956066648592;0.972226834401055;0.9109949019331378;0.8603167187107168;0.8364565079901882;1.089602765742697;0.7718119245879255;2.193041272524408;1.1777963068457615;1.1882880474176947;1.069946299605452;1.0817858938205471;1.190447613397758;0.9331574091607525;0.933264004219919;1.009032442470943;0.839734664189619;0.8646526018746343;1.0911753017730654;0.9441484474955244;0.9562183777472718;0.9519456807694103;0.7721750266935842;0.7878028361162185;0.9636246421834482;0.9672724977512485
Bali;1.076658256212615;1.0784305819890663;1.20209211442012;0.6134279960579166;1.1036925000260438;1.192818696322855;0.8482560286138711;1.2028860417297975;1.2204982441722552;1.0303396255973132;0.6134279960579166;1.1255918629776833;1.2211548928451537;1.2489344116599694;1.2731149564493682;1.194889304366459;1.2493622692535595;0.6134279960579166;1.215611491605016;1.0890194472927548;1.0521428556587484;0.9337505798256142;1.2588799133833788;1.024914734187134;1.0820311055652116;0.8574086886079825;1.0368729047745844;0.9108386842903291;0.8856137065975004;0.7813128652764071;0.8049929863961088;1.070225877813734;0.7875912540846565;2.526758679123103;1.2219047667346956;1.0419438379485917;1.1585914188178703;0.9938681476479337;1.1450033818811638;0.9187592581069527;0.8327612086753563;1.0934418534247987;0.7602631300232631;0.8314655421297235;0.6134279960579166;0.6134279960579166;0.6134279960579166;0.9012874248794134;0.7855967322374641;0.7726187173965194;1.0033115733677025;0.8647721271789731
Banten;1.045179317736912;0.9548059046740163;1.0736039887389732;1.147883896500818;1.0404598813763966;1.0618163913936776;0.8464209640883271;0.8470408886872044;1.1001107885674006;0.8374391918372726;0.8853764939333136;0.9338431278399789;0.9987393340874378;0.9897223314614136;1.1038174959277214;0.8218511484360861;0.8943201544209743;0.9786721994977433;1.1025763859631805;0.8866760808451633;0.9977568697603267;0.6134279960579166;0.8982586952495343;0.9202394997494727;0.9008048401829672;0.8895274007201383;0.8259107639620213;0.8945167099343901;0.9258582380155919;0.7450264732870605;0.8061724295919679;0.9921012117082687;0.6887253896624403;1.6252518999851915;0.9695522914207619;1.0698263113127078;0.8769228141101337;0.9108289164708073;1.0768847890130706;0.8531237883839715;0.7878731057042379;1.0081784980928459;0.7143739280573644;0.6784606121476118;0.89371899416145;0.7602119623161108;0.6787399804614364;0.8615078066341793;0.6808987915689092;0.7100121404659681;0.8652789108871632;0.8559138970673972
Bengkulu;1.0145272715001123;1.1152341562002053;1.3027246402897774;0.6134279960579166;1.2319561455091916;1.2693587514675153;0.8767343955147039;1.1559258158048302;1.1878575328991274;1.1317920817510139;0.6134279960579166;1.0519683689080435;1.161034725589485;1.0827144680127045;1.2038890751407207;1.1368222055416572;1.2725059492821111;1.0728807194675738;1.2186679179506668;0.6134279960579166;1.0206535180980811;0.6134279960579166;1.3658450192842024;1.0158395842782733;1.1420298585295228;0.9287144105951501;0.9466960983491508;0.9216267623337765;0.8911250383889376;0.7909918182442383;0.8588056863660226;1.038529861072724;0.7375472172728684;1.8763516454717415;1.2377632355335724;0.9372088429086358;1.0684136426377995;1.06898332958661;1.2605388582078456;0.9480323359772829;0.9378038414122173;1.1099944445193428;0.8077276357862653;0.9072410190801394;1.1942333028145413;0.9704737263487434;0.6134279960579166;1.0511860988245831;0.8288485893415136;0.8172715120792988;0.997681791809563;0.7721606565784943
DI Yogyakarta;1.3161874368959274;1.07789147154637;0.6134279960579166;1.2057189447003425;0.6758415207183276;1.2151890749980934;0.8920312363783683;1.1286826770048604;1.1528813087060183;1.0460775070147346;0.8562248215775107;1.094981037686392;1.3487815674627064;1.0930051737380202;1.2757661589940497;1.1469795070557376;1.2347755024077025;0.6134279960579166;1.2739454302053534;1.027780103645026;1.141485919647075;0.8381999199062866;1.2360148585237642;1.0081498444443855;1.0847366303308843;0.9110243394648007;1.0258205516516512;0.9168303500567694;0.8727215079413522;0.820655742982465;0.7693856904030444;1.071996136774247;0.6684485500149923;2.466516527318719;1.1791256031683457;1.0902988203699147;1.0578496302142293;1.051621848129093;1.142639238847757;0.9636864821160116;0.8368754748585421;1.043552638670106;0.7438846559039456;0.7633504358389687;0.6134279960579166;0.8378201920672852;0.6134279960579166;0.8984700651020937;0.7420984859307246;0.7826719809273797;1.0002484997279582;0.8941786536091388
DKI Jakarta;1.0216979609073567;0.9454199208198141;1.1331434875399724;1.1939152137019922;1.0425402560805428;1.0133584433397813;0.8281283120580265;0.9031651517067887;1.0356475413025805;0.9303621733116872;1.1293851623467206;0.9124570848819105;1.0325636799907263;1.010657455053335;0.9800073860049062;0.8799481208163142;0.922010309570421;1.0299184756891486;1.0841345907098998;0.7840502671795294;0.8958111179229641;0.6134279960579166;0.9944687482890564;0.8554740911997966;1.0362308225204133;0.857863134674033;0.8878883601488108;0.9529211331958773;0.8448669290191776;0.871785236900977;0.7290033072941223;0.8982003130926551;0.6134279960579166;2.0346784147201333;1.0155862822902268;0.8817131476739647;0.8950061817703615;0.8697150808106314;0.9830618378624157;0.8024598619122896;0.8554019636700159;0.9784985018816069;0.7967782088857683;0.6134279960579166;0.6134279960579166;0.6134279960579166;0.8064778811127541;0.6134279960579166;0.6584816253957327;0.7225802757825431;0.7932629896834019;0.849067796038196
Gorontalo;1.0779602984279006;1.050658800611665;1.2092964153099444;0.6134279960579166;1.100830478620616;1.2054294194657367;0.816348746014827;1.1323569941497962;1.188047161692269;1.1688746777068832;0.6134279960579166;1.113878166611492;1.2994931407521426;1.1684962670725674;1.190730493841627;1.1624300293851706;1.2349988658289137;1.0719486677888803;1.2511983587429678;1.2016852569786325;1.162213500257885;0.8460717169830556;1.3098960884354278;0.9734696171374667;1.0930084813821819;0.8842645082366047;0.9348417535205736;0.9465652361696109;1.0050102539042203;0.7521157217838963;0.7470258412726795;1.0268602743817414;0.720205952426077;2.1236392303456135;1.0738064551182276;1.0826254323937083;1.3327323365955686;1.0334229171693967;1.2214196622180453;0.9499783294023293;0.8973048020722794;1.02972573045915;0.7036456634134731;0.7196154957083567;0.6134279960579166;0.8699813587344978;0.6134279960579166;0.8949262960735491;0.7807988447818398;0.7245325277654073;0.841035369504172;0.7158222317651838
Jambi;1.0156347773251386;1.1074580926485003;1.2850067041144007;0.6134279960579166;1.1699957702683867;1.2573616191972046;0.9157793915096789;1.1181508707506647;1.2576045298028808;1.2551623030073489;1.055749562810227;1.2059294216109937;1.2565889922813382;1.0826156940896081;1.1547915852902875;1.224204011054006;1.2380231822419299;1.1321620589811063;1.2061277897412828;1.2373218653055935;1.2571810268483605;0.8005310464223299;1.3184494903592119;0.9732928057076059;1.0757287806897007;0.9174595485731545;0.9670697320463413;0.8859471915311299;0.9224344840163959;0.7507692760955748;0.8781012877858358;1.0623275260916234;0.7573356418099774;1.8885357210347267;1.1387656936962944;1.1094352496996558;0.9296451592399677;1.0218160184049592;1.2540804724570869;0.9810676639988617;0.9157750745977957;1.0849113478825967;0.7824515896768122;0.7937251488416524;1.0407806743150378;0.9143252444907086;1.0569541183892508;0.9137041177597278;0.8156372231091334;0.7898553078988539;1.0265791688976906;0.822355116108321
Jawa Barat;1.0308830897244692;1.0882745096705768;1.274756687647442;1.2316102663483832;1.0308818975346956;1.1514763102302414;0.867317535179331;1.0830713092251636;1.1990859222639592;1.1377056267870114;0.9740817886334137;1.3134203227143442;1.2173328724339558;1.2402938701180095;1.29224035110489;1.199397310800641;1.1965709089635794;1.1243556172801081;1.1656979184727094;1.219875168172574;1.2410733530370557;0.7959678146069932;1.2231021897341472;0.959487013834873;1.0631305281420456;0.8939478187282295;0.9371803217257653;0.9120458476243359;0.9001160893248994;0.7871169261178054;0.815671404369042;1.0128491142466256;0.8790343353937929;2.0172269045607596;1.1752502204468942;1.0299525679535095;0.9188923725436494;0.9889829606384855;1.1135463947102722;0.8960786651370722;0.8761517598277151;1.0194744997991843;0.7310586491425145;0.8178436310068936;0.6134279960579166;0.9484438857818652;0.876366013253628;1.0235270469669353;0.7712113713422546;0.7506065113350774;0.941474701677309;0.7421538548803392
Jawa Tengah;0.9570431321112247;1.0454295785476324;1.261991049079226;1.2720159665241388;1.1182454007063471;1.1787584565528018;0.9120402772531782;1.1759876575488657;1.2064110856248376;1.2949249018302427;0.7617797954713742;1.2964325919999435;1.348543306247084;1.2623231474719419;1.412194259580478;1.287146592867897;1.2420579392095246;1.2603973136643822;1.258664571444838;1.1502511355497735;1.2400967910128904;0.8120655615880699;1.2490591862674671;1.0231375154262907;1.1185969251495103;0.9416615962289893;1.0551555321389632;0.9251824196124689;0.9503336451631246;0.7986415967561709;0.8492219536051725;1.044611284716755;0.7860385703305597;1.7741760375022722;1.2371610901613599;1.1418967525228618;0.8386822913852487;1.0567315525611722;1.2450781005893146;0.9771957319035408;0.9081349133365207;1.088083121747982;0.7611881113593444;0.8690418690827059;0.6134279960579166;0.6134279960579166;0.9287360478744355;0.9504379316788594;0.7872578915367838;0.8165486430293769;1.0977822163848776;0.7877317080254933
